País Português,22/01/20,23/01/20,24/01/20,25/01/20,26/01/20,27/01/20,28/01/20,29/01/20,30/01/20,31/01/20,01/02/20,02/02/20,03/02/20,04/02/20,05/02/20,06/02/20,07/02/20,08/02/20,09/02/20,10/02/20,11/02/20,12/02/20,13/02/20,14/02/20,15/02/20,16/02/20,17/02/20,18/02/20,19/02/20,20/02/20,21/02/20,22/02/20,23/02/20,24/02/20,25/02/20,26/02/20,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20,11/04/20,12/04/20,13/04/20,14/04/20,15/04/20,16/04/20,17/04/20,18/04/20,19/04/20,20/04/20,21/04/20,22/04/20,23/04/20,24/04/20,25/04/20,26/04/20,27/04/20,28/04/20,29/04/20,30/04/20,01/05/20,02/05/20,03/05/20,04/05/20,05/05/20,06/05/20,07/05/20,08/05/20,09/05/20,10/05/20,11/05/20,12/05/20,13/05/20,14/05/20,15/05/20,16/05/20,17/05/20,18/05/20,19/05/20,20/05/20,21/05/20,22/05/20,23/05/20,24/05/20,25/05/20,26/05/20,27/05/20,28/05/20,29/05/20,30/05/20,31/05/20,01/06/20,02/06/20,03/06/20,04/06/20,05/06/20,06/06/20,07/06/20,08/06/20,09/06/20,10/06/20,11/06/20,12/06/20,13/06/20,14/06/20,15/06/20,16/06/20,17/06/20,18/06/20,19/06/20,20/06/20,21/06/20,22/06/20,23/06/20,24/06/20,25/06/20,26/06/20,27/06/20,28/06/20,29/06/20,30/06/20,01/07/20,02/07/20,03/07/20,04/07/20,05/07/20,06/07/20,07/07/20,08/07/20,09/07/20,10/07/20,11/07/20,12/07/20,13/07/20,14/07/20,15/07/20
Mónaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,5.0966,5.0966,5.0966,5.0966,17.838,17.838,17.838,17.838,28.0312,28.0312,58.6107,58.6107,58.6107,78.997,84.0936,107.0282,107.0282,117.2213,124.8662,132.5111,140.156,152.8974,163.0906,168.1871,186.0252,196.2183,201.3149,206.4115,214.0564,229.3461,234.4427,236.991,236.991,236.991,236.991,236.991,239.5393,239.5393,239.5393,239.5393,239.5393,239.5393,239.5393,239.5393,239.5393,239.5393,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,242.0876,244.6358,244.6358,244.6358,244.6358,244.6358,244.6358,244.6358,244.6358,244.6358,247.1841,247.1841,247.1841,247.1841,247.1841,249.7324,249.7324,249.7324,249.7324,249.7324,249.7324,249.7324,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,252.2807,254.829,257.3773,257.3773,259.9256,259.9256,259.9256,262.4739,262.4739,262.4739,262.4739,262.4739,270.1188,270.1188,270.1188,275.2153,275.2153,275.2153,275.2153,275.2153,275.2153,277.7636,277.7636,277.7636,277.7636,277.7636
Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.1525,0.183,0.183,0.183,0.305,0.305,0.305,0.305,0.305,0.3355,0.3355,0.366,0.366,0.366,0.366,0.4271,0.4271,0.4271,0.4271,0.4271,0.4576,0.4576,0.4881,0.4881,0.4881,0.4881,0.4881,0.5186,0.9151,0.9151,0.9456,0.9456,0.9456,0.9761,1.0066,1.0371,1.0676,1.0981,1.1286,1.1286,1.1591,1.1591,1.1591,1.1591,1.1591,1.1591,1.1896,1.1896,1.2201,1.2507,1.2507,1.2507,1.2812,1.2812,1.2812,1.2812,1.2812,1.2812,2.9894,2.9894,4.118,4.1485,4.2705,4.2705,4.2705,4.2705,4.301,4.301,4.301,4.301,4.301,4.5145,4.9111,5.4602,5.4602,5.4602,5.6432,5.6432,5.6432,5.6737,5.8262,5.8872,5.8872,5.9177,5.9177,5.9177,6.0092,6.0092,6.0092,6.0092,6.0092,6.0092,6.1312,6.2228,6.2228,6.2838,6.4973,6.5583,6.5583,6.5888,6.6803,6.6803,6.6803,6.7108,6.7108,6.7108,6.7108,6.7108,6.7108,6.7108,6.7108,6.8633,6.9243,6.9243,6.9243,6.9243,7.0159,7.0159,7.4124,7.9615,7.9615
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3184,0.3184,0.4777,2.2291,2.2291,3.3436,4.2989,7.4833,8.2794,10.9861,13.056,13.3744,13.5336,14.4889,17.3549,19.5839,22.9275,27.7041,32.003,34.0729,37.098,38.3718,39.4863,40.1232,40.6008,41.8746,43.3076,43.626,45.059,45.8551,48.2433,48.2433,48.8802,49.0394,49.6763,49.8355,50.154,50.3132,50.7908,50.9501,51.1093,51.1093,51.1093,51.2685,51.2685,51.2685,51.2685,51.2685,51.4277,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.5869,51.7462,51.9054,51.9054,53.0199,53.6568,56.5227,57.1596,57.6373,58.4333,60.1848,61.9362,65.9166,69.8971,74.6737,76.5843,79.7687,87.252,91.7101,98.0789,105.5622,114.6376,124.35,133.9031,144.4116,152.8502,162.2441,162.2441,185.3308,194.4063,204.9148,204.9148,204.9148
Marrocos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0027,0.0027,0.0054,0.0054,0.0054,0.0054,0.0054,0.0081,0.0135,0.0163,0.019,0.0461,0.0759,0.0786,0.103,0.1328,0.1707,0.2086,0.2601,0.3116,0.3874,0.4606,0.6096,0.745,0.9347,1.0891,1.2977,1.5063,1.6716,1.7719,1.9182,2.143,2.4898,2.7661,3.0344,3.2078,3.4543,3.7225,3.923,4.1858,4.5001,4.7764,5.1151,5.4835,6.1852,6.9465,7.2743,7.7349,8.2524,8.694,9.3361,9.6666,10.1814,10.558,11.0131,11.1621,11.5197,11.7067,11.983,12.3786,12.8121,13.2835,13.6898,14.1396,14.6516,15.0309,15.4725,16.0117,16.4262,17.0168,17.388,17.6426,17.9,18.0219,18.2631,18.6126,18.8347,19.0271,19.3251,19.5364,19.8642,20.0647,20.1379,20.4061,20.528,20.593,20.7068,20.8992,21.078,21.1511,21.2216,21.311,21.4627,21.6821,21.8664,22.0831,22.2809,22.4922,22.858,23.0503,23.1289,23.3267,23.5488,23.8225,24.0717,24.1963,24.3751,24.5838,26.044,26.6563,27.0302,27.5585,28.0245,29.5498,30.7175,31.5167,32.1778,32.6519,33.2967,33.9551,34.2341,35.1363,36.0005,37.4473,38.512,38.9563,39.574,40.0184,40.8528,41.5274,42.1072,42.6572,43.1746,43.6108,44.0579
Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0032,0.0096,0.016,0.0224,0.0224,0.0256,0.0256,0.0256,0.0256,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.0544,0.0544,0.064,0.064,0.0672,0.0672,0.0896,0.0928,0.0992,0.1088,0.112,0.1248,0.1248,0.1248,0.1312,0.1472,0.208,0.224,0.2432,0.2432,0.2432,0.2432,0.2432,0.2528,0.2528,0.256,0.256,0.2592,0.2592,0.2592,0.2624,0.2784,0.2911,0.3295,0.3327,0.3327,0.3679,0.3807,0.4127,0.4383,0.4639,0.4671,0.4991,0.5183,0.5247,0.5375,0.6207,0.6687,0.6815,0.7263,0.7455,0.7487,0.7807,0.8127,0.8127,0.9822,1.011,1.1262,1.1326,1.3086,1.3566,1.3854,1.4493,1.5101,1.5645,1.6285,1.7693,1.8653,1.9485,2.0412,2.0828,2.118,2.1372,2.2012,2.3452,2.358,2.422,2.438,2.5212,2.6107,2.6843,2.7483,2.8251,2.8443,2.8891,2.9371,3.0043,3.1003,3.1579,3.2378,3.3274,3.4266,3.4938,3.5546,3.6314,3.7018,3.9001,4.0569,4.2553
Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.0787,0.0787,0.0787,0.0787,0.1181,0.1181,0.1181,0.1181,0.1574,0.2755,0.2755,0.3148,0.3148,0.3148,0.4329,0.4329,0.4329,0.551,0.551,0.551,0.551,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.7084,0.7478,0.7871,0.8265,0.8265,0.8265,0.8658,0.8658,0.9052,0.9052,0.9445,0.9839,0.9839,0.9839,0.9839,0.9839,1.1413,1.1413,1.22,1.22,1.22,1.22,1.22,1.2594,1.2594,1.2594,1.3381,1.4168,1.5349,1.771,1.8104,2.1646,2.4794,2.8336,2.9911,4.0143,4.7621,5.3524,7.2022,7.7138,8.068,11.2165,11.5313,13.7746,14.7585,16.2147,19.0877,21.2129,23.3381,24.204,26.2898,26.2898,30.8945,33.8856,34.0036,37.7818
Nepal,0.0,0.0,0.0,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0069,0.0069,0.0103,0.0103,0.0137,0.0172,0.0172,0.0172,0.0172,0.0172,0.0206,0.0206,0.0309,0.0309,0.0309,0.0309,0.0309,0.0309,0.0309,0.0309,0.0412,0.048,0.0549,0.0549,0.0549,0.103,0.1064,0.1064,0.1064,0.1476,0.1544,0.1647,0.1682,0.1682,0.1785,0.1785,0.1853,0.1956,0.1956,0.2025,0.2025,0.2574,0.2574,0.2814,0.3398,0.3466,0.3501,0.3775,0.3775,0.4599,0.7448,0.858,0.8546,0.9164,0.9987,1.0125,1.287,1.3797,1.4655,1.5685,1.771,2.0043,2.0695,2.3407,2.6496,3.0408,3.5762,4.1597,4.8084,5.3952,6.2155,7.2039,7.8938,9.0401,9.9942,11.1028,11.8338,12.9115,14.0235,14.9776,15.8356,17.3732,18.3102,19.7688,21.3167,22.6209,24.6321,26.935,28.3971,29.5331,30.978,32.8142,34.6606,36.8194,38.3089,40.3442,42.2455,43.8346,45.4683,46.5528,48.2071,49.8304,52.3702,53.1664,54.172,54.7898,55.4899,56.3651,56.7358,57.1408,57.381,57.6625,58.1567,58.5548,58.9529
Países Baixos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.035,0.0584,0.105,0.1401,0.2218,0.4786,0.747,1.0972,1.5466,1.8734,2.2294,2.9355,2.9355,4.7039,5.6143,6.6414,8.2638,9.9855,12.0106,14.3975,17.5257,21.2432,24.6106,27.803,32.5652,37.5725,43.5836,50.4643,57.3042,63.788,68.9646,73.9253,79.9306,86.3035,92.3322,97.6196,104.7746,110.4531,115.0227,120.7012,127.827,135.6824,143.3976,150.255,155.8809,160.9583,165.2536,171.4807,178.6941,185.388,191.6443,196.0213,200.2758,204.4486,209.6368,214.3523,218.175,222.0034,224.3378,225.3416,227.5943,230.5941,233.3779,235.9749,237.93,239.0914,240.9472,242.3012,244.9566,246.8183,248.5049,249.9348,250.8744,252.0182,253.343,254.9187,256.086,257.1948,257.9243,258.7764,259.4067,260.5622,262.0387,263.1359,264.1689,265.1727,266.3983,267.1744,268.2833,269.3455,270.3726,271.143,272.2226,272.8296,273.4307,273.9384,275.1582,276.3837,277.4517,278.8466,279.8095,280.7666,281.8463,282.8034,284.029,285.0736,285.9082,286.8711,287.6882,288.371,289.0421,289.6666,290.1101,290.6412,291.0206,291.3941,291.8726,292.5146,293.0457,293.4484,293.8744,294.3296,294.6214,294.9832,295.4384,295.8762,296.2438,296.6699,296.88,297.0959,297.3994,297.7145,297.9596,298.4323,299.0218,299.4361,299.7513,300.3874
Nova Zelândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0207,0.0207,0.0207,0.0207,0.0622,0.0622,0.0829,0.1037,0.1037,0.1037,0.1037,0.1037,0.1037,0.1037,0.1244,0.1659,0.1659,0.2488,0.4147,0.5806,0.8088,1.0783,2.1152,2.1152,3.2143,4.2511,5.8687,7.6313,9.3525,10.659,12.2143,13.417,14.682,16.5276,18.0,19.7004,21.546,22.9354,24.0552,25.0921,25.6935,26.6059,27.2073,27.5806,27.9746,28.3271,28.7419,29.0529,29.2188,29.4884,29.675,29.8617,29.9654,30.0898,30.1935,30.2972,30.4838,30.4631,30.5253,30.5668,30.6082,30.6704,30.7949,30.8363,30.8363,30.8156,30.8571,30.8778,30.8985,30.94,30.9815,31.0437,31.0437,31.0437,31.0437,31.0644,31.0644,31.0852,31.0852,31.0852,31.1681,31.1681,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.1889,31.2303,31.2303,31.2511,31.2511,31.2926,31.334,31.3755,31.417,31.4377,31.4999,31.5207,31.5621,31.6451,31.6866,31.6866,31.6866,31.728,31.728,31.728,31.7903,31.811,31.8525,31.8732,31.9354,31.9769,31.9976,32.0184,32.0184,32.0391,32.0806,32.1013
Nicarágua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0151,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0604,0.0604,0.0604,0.0755,0.0755,0.0755,0.0755,0.0755,0.0906,0.0906,0.0906,0.0906,0.1057,0.1057,0.1208,0.1359,0.1359,0.1359,0.1359,0.1359,0.1359,0.1359,0.151,0.151,0.151,0.151,0.166,0.166,0.1811,0.1962,0.1962,0.1962,0.1962,0.2113,0.2113,0.2113,0.2264,0.2264,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.2415,0.3774,0.3774,0.3774,0.3774,0.3774,0.3774,0.3774,3.8342,3.8342,4.2116,4.2116,4.2116,4.2116,4.2116,11.4574,11.4574,11.4574,11.4574,11.4574,11.4574,11.4574,16.8766,16.8766,16.8766,16.8766,16.8766,16.8766,16.8766,22.0996,22.0996,22.0996,22.0996,22.0996,22.0996,22.0996,27.5188,27.5188,27.5188,27.5188,27.5188,27.5188,27.5188,32.7569,32.7569,32.7569,32.7569,32.7569,32.7569,32.7569,38.0252,38.0252,38.0252,38.0252,38.0252,38.0252,38.0252,42.9614,42.9614,42.9614,42.9614,42.9614,42.9614,42.9614,47.5051,47.5051
Níger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0041,0.0083,0.0124,0.0124,0.0289,0.0413,0.0413,0.0413,0.0744,0.1115,0.1115,0.3057,0.4048,0.4957,0.5949,0.7601,1.0452,1.1484,1.4128,1.6937,1.8094,2.0284,2.1854,2.1854,2.3547,2.4126,2.4126,2.5902,2.6398,2.677,2.677,2.7141,2.7348,2.772,2.8133,2.8257,2.8752,2.8959,2.9289,2.9455,2.9703,3.0074,3.0405,3.0983,3.119,3.152,3.1809,3.2264,3.2842,3.3668,3.3916,3.4371,3.528,3.5527,3.6188,3.656,3.6725,3.7345,3.7552,3.7758,3.8006,3.8171,3.8708,3.8956,3.9039,3.9287,3.9328,3.9328,3.9452,3.9452,3.9493,3.9576,3.9576,3.9659,3.97,3.9782,3.9906,4.0072,4.0196,4.0196,4.0237,4.0237,4.0237,4.0402,4.0485,4.0485,4.0485,4.1972,4.2137,4.2137,4.2137,4.2757,4.2798,4.3211,4.3418,4.3418,4.3624,4.3748,4.3872,4.4368,4.4409,4.4409,4.4409,4.4657,4.4698,4.4698,4.4946,4.5153,4.5194,4.5318,4.5318,4.5401,4.5401,4.5401,4.5401,4.5401,4.5442
Nigéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0015,0.0039,0.0039,0.0058,0.0107,0.0146,0.0194,0.0213,0.0247,0.0315,0.034,0.0432,0.0538,0.0635,0.0655,0.0844,0.0893,0.1019,0.1038,0.1125,0.1155,0.1232,0.1339,0.1397,0.148,0.1543,0.1567,0.1664,0.1809,0.1974,0.2144,0.2392,0.2629,0.3042,0.3226,0.3226,0.4235,0.4759,0.5312,0.5734,0.6175,0.6486,0.7432,0.8383,0.9372,1.0527,1.1584,1.2409,1.3593,1.4311,1.5257,1.7105,1.8977,2.0137,2.134,2.2514,2.3222,2.4115,2.5041,2.6438,2.7268,2.8908,2.9955,3.1052,3.2391,3.4035,3.5224,3.6509,3.8028,3.9139,4.0477,4.2364,4.3247,4.5125,4.7807,4.9297,5.1315,5.2484,5.4167,5.5865,5.7456,5.9343,6.0571,6.2099,6.5315,6.7299,7.0603,7.3644,7.6075,7.803,8.0809,8.3186,8.6034,8.9648,9.2884,9.609,9.8205,10.148,10.3672,10.6821,10.9702,11.3021,11.6799,11.9177,12.1922,12.4644,12.8476,13.1513,13.3715,13.664,13.9279,14.2069,14.4509,14.674,14.9161,15.195,15.5172,15.7942,16.0828,16.3074,16.6193
Macedônia do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.144,0.144,0.144,0.144,0.336,0.336,0.336,0.672,0.672,0.672,0.864,1.248,1.68,2.304,3.2159,4.0799,5.5199,6.5279,7.1039,8.4958,9.6478,10.5118,11.5678,12.4318,13.6797,15.7917,16.9917,18.4316,20.6396,23.1835,26.6395,27.3595,28.7514,29.6154,31.8234,34.1273,36.4793,39.7432,40.9912,43.5831,46.7511,51.887,53.615,56.1589,57.9349,58.7989,59.0868,60.4308,62.3988,63.6468,65.6147,66.5267,67.1507,68.2067,69.2146,70.3186,71.7106,72.2866,72.5266,72.8626,73.2466,73.8706,75.4545,76.1265,77.8545,78.8145,79.8704,80.3504,81.3104,82.7024,83.5184,84.5743,86.0143,87.2143,88.2703,89.1823,91.1022,92.2062,93.1662,94.9421,95.9501,96.6701,97.8701,99.6941,102.19,103.87,106.8459,111.1178,114.7658,119.6137,125.3256,133.9174,139.9173,145.1972,151.293,155.469,161.4688,169.8207,177.6445,186.9564,194.7322,199.5321,206.348,215.1318,223.8676,231.3555,240.2353,245.0832,249.4031,254.923,261.3549,268.5548,276.3786,283.4825,291.8343,298.0262,304.0261,309.786,317.9938,325.7696,332.7295,338.2014,341.9453,347.7052,355.4811,363.4489,373.2887,382.7925,389.3204,393.4483,399.9282,409.432
Noruega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0184,0.1107,0.2767,0.3505,0.4611,0.5903,1.033,1.6048,1.9922,2.7116,3.2465,3.7814,7.3784,11.0307,12.9491,18.3722,20.1061,22.5225,24.5885,26.9864,28.5912,32.2066,35.3056,39.0685,43.9936,48.3469,52.8108,56.8873,62.1444,69.2646,74.0605,79.0225,81.9923,85.6077,89.7027,94.9414,99.0548,102.3751,104.9022,108.1856,112.2621,112.2621,114.5679,116.4678,118.2202,120.3599,121.7987,122.1676,124.3258,127.2033,127.9596,129.7858,130.5605,131.9993,132.6449,135.3565,136.5186,137.6622,138.3263,138.8427,140.1709,141.2961,142.2184,142.7348,143.5649,144.0445,144.7455,145.7969,146.7376,147.4939,148.1949,148.8589,149.3938,149.5045,150.0026,150.4637,150.7957,151.1831,151.6074,151.9394,152.1607,152.3083,152.4928,152.751,153.2675,153.6917,153.95,154.0607,154.282,154.6325,154.9645,155.149,155.3519,155.6286,155.6839,155.7946,155.9606,156.3664,156.8645,157.1965,157.3625,157.6576,157.9159,158.1926,158.5246,158.7828,159.0042,159.1518,159.2071,159.5022,159.742,160.3323,160.6274,160.9595,161.2546,161.3099,161.4206,161.808,162.1031,162.1031,162.9147,163.173,163.339,163.4681,163.7817,164.0953,164.2059,164.5564,164.6486,164.7224,164.8331,165.036,165.0914,165.368,165.5341,165.5894,165.6632,165.7185,166.0321,166.2166
Omã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0392,0.0783,0.0783,0.0783,0.1175,0.1175,0.1175,0.235,0.2937,0.3133,0.3133,0.3133,0.3133,0.3133,0.3525,0.3525,0.3525,0.3721,0.3721,0.4308,0.4308,0.47,0.7637,0.94,0.94,1.0183,1.077,1.2924,1.6449,1.9387,2.1345,2.5653,2.9765,3.2703,3.5052,3.7598,4.1123,4.5235,4.9348,5.4243,5.8356,6.4818,7.2651,8.205,8.9492,9.4779,10.692,11.7299,14.2364,15.9205,17.82,19.9545,20.9336,23.1072,24.7913,27.6112,29.5303,31.606,33.6034,35.0525,37.3045,39.1256,40.1243,41.7301,44.5304,45.9795,47.9181,48.6231,50.2876,51.6388,53.5579,56.8477,57.9247,60.9404,63.1337,66.5606,69.9679,72.8661,78.7017,85.0072,90.5686,98.4799,101.5543,105.3337,111.0518,118.3365,124.7399,133.0428,142.1095,152.1553,152.1553,158.9699,163.9634,176.4179,192.2992,204.1074,223.9639,239.3557,250.6352,265.087,280.3417,295.4201,313.6317,330.5901,342.4179,356.3605,369.8528,390.7472,412.6208,432.3207,459.8144,480.2388,494.8277,510.6894,525.1608,541.845,559.3909,577.113,608.5427,634.3523,656.7154,683.465,705.6323,723.6285,747.0686,764.8886,784.6668,806.6774,833.3291,860.2353,883.2838,904.2761,934.7659,959.4789,983.1736,1012.8997,1049.8909,1071.0986,1096.9082,1139.2845,1166.4845,1199.3633
