País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Malásia,8.0,12.0,19.0,22.0,23.0,83.0,197.0,1030.0,2161.0,3333.0,4346.0,5251.0,5691.0,6071.0,6535.0,6855.0,7137.0,7732.0,8266.0,8402.0,8535.0,8606.0,8648.0,8696.0,8755.0,8861.0,8976.0,9063.0,9149.0,9249.0,9306.0,9385.0,9810.0,10147.0,10687.0,11771.0,14722.0,18758.0,24514.0,30889.0,38189.0,45095.0,52638.0,61861.0,70236.0,80309.0,90816.0,101565.0,115078.0,131108.0,151066.0,176180.0,203933.0,234874.0,258306.0,277811.0,283569.0
Maldivas,10.0,13.0,16.0,19.0,19.0,35.0,177.0,519.0,790.0,1078.0,1313.0,1672.0,1901.0,2013.0,2187.0,2305.0,2435.0,2664.0,2930.0,3252.0,3949.0,4898.0,5679.0,6660.0,7578.0,8486.0,9052.0,9649.0,10045.0,10465.0,10859.0,11178.0,11421.0,11659.0,11962.0,12154.0,12578.0,12947.0,13159.0,13348.0,13474.0,13618.0,13834.0,14065.0,14426.0,14885.0,15736.0,16656.0,17716.0,18612.0,18769.0,,,,,,
Mali,28.0,56.0,144.0,258.0,424.0,612.0,730.0,901.0,1077.0,1351.0,1586.0,1885.0,1978.0,2181.0,2348.0,2423.0,2477.0,2520.0,2543.0,2577.0,2666.0,2713.0,2777.0,2882.0,2940.0,3030.0,3101.0,3195.0,3297.0,3411.0,3515.0,3584.0,3745.0,3980.0,4417.0,4762.0,5442.0,5878.0,6291.0,6796.0,7349.0,7687.0,7880.0,8006.0,8111.0,8192.0,8241.0,8299.0,,,,,,,,,
Malta,12.0,64.0,139.0,202.0,350.0,422.0,447.0,467.0,489.0,532.0,600.0,616.0,625.0,645.0,663.0,670.0,672.0,674.0,674.0,686.0,824.0,995.0,1276.0,1546.0,1820.0,1984.0,2247.0,2634.0,2929.0,3139.0,3581.0,4282.0,5258.0,5942.0,6893.0,7796.0,8681.0,9501.0,10320.0,10980.0,11569.0,12112.0,12909.0,13967.0,15272.0,16423.0,17585.0,18442.0,19497.0,20563.0,20892.0,,,,,,
Ilhas Marshall,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritânia,2.0,3.0,6.0,7.0,7.0,7.0,8.0,8.0,29.0,200.0,423.0,883.0,1572.0,2621.0,3907.0,4705.0,5203.0,5710.0,6116.0,6310.0,6498.0,6676.0,6885.0,7012.0,7126.0,7266.0,7361.0,7457.0,7511.0,7548.0,7603.0,7662.0,7700.0,7804.0,7932.0,8075.0,8424.0,9181.0,10501.0,12046.0,13264.0,14581.0,15352.0,15963.0,16322.0,16576.0,16777.0,16954.0,17071.0,17095.0,,,,,,,
Ilhas Maurício,42.0,143.0,268.0,324.0,328.0,334.0,332.0,332.0,332.0,334.0,335.0,337.0,337.0,340.0,341.0,342.0,342.0,343.0,344.0,344.0,344.0,346.0,348.0,356.0,361.0,365.0,367.0,367.0,395.0,407.0,419.0,439.0,451.0,453.0,491.0,494.0,505.0,515.0,524.0,526.0,527.0,531.0,546.0,556.0,568.0,583.0,594.0,603.0,603.0,,,,,,,,
México,5.0,12.0,164.0,585.0,1510.0,3441.0,6297.0,11633.0,19224.0,29616.0,42595.0,59567.0,81400.0,105680.0,133974.0,165455.0,202951.0,238511.0,282283.0,324041.0,370712.0,416179.0,462690.0,505751.0,543806.0,579914.0,616894.0,652364.0,684113.0,715457.0,748315.0,804488.0,834910.0,874171.0,912811.0,949197.0,991835.0,1019543.0,1078594.0,1144643.0,1217126.0,1289298.0,1362564.0,1426094.0,1493569.0,1588369.0,1711283.0,1825519.0,1886245.0,1968566.0,2022662.0,2041380.0,,,,,
Estados Federados da Micronésia,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldávia,12.0,80.0,231.0,752.0,1560.0,2378.0,3304.0,4052.0,4867.0,5934.0,6994.0,8098.0,9511.0,11459.0,13953.0,16080.0,17672.0,19208.0,20794.0,22828.0,25113.0,27443.0,29905.0,33072.0,36404.0,39473.0,42714.0,46336.0,50534.0,55888.0,61762.0,66652.0,71089.0,76040.0,81675.0,88772.0,96689.0,105852.0,115557.0,125723.0,134578.0,140996.0,145694.0,149093.0,152640.0,155937.0,159513.0,164243.0,169805.0,176245.0,176752.0,,,,,,
Mónaco,1.0,2.0,11.0,42.0,64.0,90.0,94.0,94.0,95.0,95.0,96.0,97.0,98.0,99.0,99.0,99.0,102.0,106.0,108.0,109.0,116.0,120.0,128.0,146.0,154.0,154.0,154.0,168.0,191.0,208.0,221.0,233.0,255.0,295.0,355.0,454.0,540.0,577.0,603.0,630.0,659.0,715.0,789.0,885.0,1041.0,1169.0,1311.0,1430.0,1625.0,1752.0,1844.0,1870.0,,,,,
Mongólia,1.0,10.0,12.0,15.0,17.0,33.0,38.0,40.0,42.0,140.0,141.0,185.0,194.0,197.0,215.0,220.0,225.0,243.0,287.0,289.0,293.0,293.0,298.0,298.0,304.0,310.0,311.0,313.0,313.0,315.0,320.0,326.0,340.0,350.0,368.0,434.0,672.0,801.0,888.0,917.0,1006.0,1175.0,1308.0,1456.0,1536.0,1656.0,1832.0,2120.0,2416.0,2693.0,,,,,,,
Montenegro,27.0,91.0,233.0,274.0,312.0,321.0,323.0,324.0,324.0,324.0,324.0,324.0,326.0,367.0,501.0,841.0,1287.0,2188.0,2893.0,3301.0,3696.0,4085.0,4378.0,4835.0,5659.0,6900.0,8842.0,10441.0,12359.0,14050.0,15760.0,16909.0,19210.0,23608.0,27773.0,31618.0,35265.0,38562.0,41803.0,44284.0,46969.0,49630.0,52819.0,55803.0,58697.0,61972.0,65657.0,69294.0,71995.0,,,,,,,,
Marrocos,2.0,28.0,115.0,479.0,1021.0,1661.0,2855.0,4065.0,4903.0,6063.0,6870.0,7433.0,7807.0,8224.0,8793.0,9977.0,12052.0,14215.0,15745.0,17236.0,20278.0,25537.0,33237.0,42489.0,52349.0,61399.0,72394.0,86686.0,101743.0,117685.0,133272.0,152404.0,173632.0,197481.0,222544.0,256781.0,293177.0,324941.0,353803.0,379657.0,399609.0,417125.0,432079.0,443146.0,452532.0,459671.0,466289.0,471157.0,475355.0,478474.0,481155.0,,,,,,
Moçambique,8.0,10.0,20.0,35.0,70.0,79.0,87.0,129.0,168.0,244.0,409.0,553.0,688.0,839.0,969.0,1135.0,1435.0,1616.0,1907.0,2241.0,2791.0,3304.0,3760.0,4341.0,5040.0,6537.0,7757.0,9049.0,9844.0,10707.0,11895.0,12869.0,13577.0,14340.0,14981.0,15586.0,16133.0,16812.0,17477.0,18162.0,18968.0,21361.0,25862.0,31628.0,37705.0,44112.0,49135.0,54968.0,55643.0,,,,,,,,
Namíbia,3.0,8.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,23.0,25.0,31.0,45.0,121.0,350.0,668.0,1078.0,1618.0,2129.0,2802.0,3726.0,5227.0,6906.0,8323.0,9437.0,10207.0,10835.0,11480.0,11829.0,12215.0,12501.0,12907.0,13143.0,13372.0,13712.0,14207.0,14804.0,16097.0,18041.0,21262.0,24545.0,27255.0,29889.0,31848.0,33696.0,34615.0,35554.0,36993.0,37483.0,,,,,,,
Nepal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,9.0,30.0,49.0,59.0,102.0,267.0,516.0,1212.0,2912.0,5062.0,8274.0,11755.0,15259.0,16649.0,17445.0,18374.0,19771.0,22214.0,25551.0,30483.0,36456.0,44236.0,51919.0,61593.0,70614.0,82450.0,100676.0,126137.0,153008.0,168235.0,188883.0,206353.0,216965.0,229343.0,238861.0,246694.0,252474.0,257200.0,261019.0,264159.0,266816.0,268948.0,270745.0,271707.0,272557.0,273263.0,273431.0
Países Baixos,38.0,503.0,2058.0,6438.0,13696.0,20682.0,28316.0,35032.0,38998.0,41518.0,43410.0,44647.0,45970.0,46939.0,48294.0,49412.0,50012.0,50545.0,50959.0,51471.0,52475.0,53895.0,56750.0,61718.0,66218.0,70382.0,74660.0,81085.0,90425.0,105304.0,125988.0,155465.0,201942.0,259207.0,326308.0,390120.0,431696.0,468900.0,506557.0,541238.0,586643.0,650072.0,731902.0,798592.0,853060.0,901740.0,940106.0,974972.0,1003010.0,1027023.0,1052544.0,1071223.0,,,,,
Nova Zelândia,3.0,5.0,28.0,283.0,797.0,1239.0,1401.0,1456.0,1479.0,1490.0,1498.0,1504.0,1504.0,1504.0,1504.0,1507.0,1520.0,1530.0,1542.0,1549.0,1556.0,1560.0,1569.0,1602.0,1665.0,1714.0,1764.0,1793.0,1809.0,1829.0,1848.0,1866.0,1880.0,1923.0,1950.0,1974.0,1995.0,2013.0,2047.0,2069.0,2092.0,2110.0,2128.0,2162.0,2188.0,2246.0,2276.0,2305.0,2315.0,2326.0,2348.0,2357.0,,,,,
Nicarágua,2.0,5.0,6.0,9.0,10.0,13.0,16.0,25.0,254.0,759.0,1118.0,1464.0,1823.0,2170.0,2519.0,2846.0,3147.0,3439.0,3672.0,3902.0,4115.0,4311.0,4494.0,4668.0,4818.0,4961.0,5073.0,5170.0,5264.0,5353.0,5434.0,5514.0,5514.0,5661.0,5725.0,5784.0,5838.0,5887.0,5938.0,5991.0,6046.0,6097.0,6152.0,6204.0,6253.0,6299.0,6347.0,6398.0,6398.0,,,,,,,,
Níger,10.0,98.0,410.0,584.0,671.0,719.0,781.0,876.0,924.0,955.0,963.0,974.0,1020.0,1056.0,1081.0,1097.0,1102.0,1124.0,1136.0,1153.0,1161.0,1169.0,1173.0,1177.0,1178.0,1183.0,1194.0,1197.0,1201.0,1207.0,1215.0,1219.0,1226.0,1282.0,1335.0,1443.0,1640.0,2126.0,2506.0,2933.0,3323.0,3706.0,4058.0,4267.0,4474.0,4575.0,4665.0,4718.0,4733.0,,,,,,,,
Nigéria,1.0,2.0,8.0,65.0,184.0,288.0,442.0,981.0,1932.0,3526.0,5162.0,7016.0,8915.0,11516.0,14554.0,18480.0,22614.0,27110.0,30748.0,34854.0,38948.0,42689.0,45244.0,48116.0,50964.0,53317.0,54588.0,55829.0,56735.0,57849.0,59001.0,59841.0,60982.0,61805.0,62521.0,63508.0,64728.0,65839.0,66974.0,68303.0,71344.0,76207.0,81963.0,87607.0,95934.0,105478.0,116655.0,127024.0,136030.0,143516.0,150246.0,152074.0,,,,,
Macedônia do Norte,1.0,7.0,26.0,148.0,329.0,599.0,908.0,1231.0,1421.0,1526.0,1674.0,1839.0,2014.0,2391.0,3239.0,4299.0,5311.0,6334.0,7244.0,8332.0,9412.0,10315.0,11202.0,12083.0,12970.0,13799.0,14455.0,15226.0,15925.0,16867.0,17786.0,19096.0,21193.0,24196.0,27827.0,33908.0,41222.0,48613.0,56164.0,62945.0,69452.0,74732.0,79190.0,82301.0,84709.0,87117.0,89392.0,91161.0,93160.0,95347.0,97456.0,99285.0,,,,,
Noruega,32.0,400.0,1463.0,2863.0,4641.0,6086.0,6623.0,7191.0,7660.0,7955.0,8157.0,8267.0,8383.0,8455.0,8576.0,8660.0,8772.0,8879.0,8947.0,9001.0,9053.0,9150.0,9362.0,9751.0,10111.0,10454.0,10871.0,11623.0,12393.0,13153.0,13915.0,14784.0,15793.0,16772.0,18666.0,21956.0,25887.0,30114.0,33717.0,36591.0,39163.0,41852.0,44932.0,48278.0,52180.0,56615.0,59456.0,61594.0,63553.0,65338.0,67140.0,68532.0,,,,,
Omã,6.0,16.0,22.0,55.0,167.0,298.0,599.0,1266.0,1998.0,2568.0,3399.0,5186.0,7770.0,11437.0,16882.0,23481.0,29471.0,38150.0,46178.0,56015.0,66661.0,76005.0,79159.0,81580.0,83086.0,83769.0,85544.0,87072.0,89746.0,93475.0,97450.0,101270.0,105890.0,109953.0,112932.0,115734.0,118140.0,120389.0,122081.0,123484.0,124886.0,126240.0,127667.0,128472.0,129404.0,130608.0,131790.0,133044.0,134326.0,135674.0,137306.0,139362.0,,,,,
Paquistão,5.0,16.0,236.0,972.0,1938.0,4035.0,5837.0,9565.0,14612.0,22049.0,34336.0,43966.0,57705.0,76398.0,108317.0,148921.0,185034.0,209337.0,234509.0,253604.0,266096.0,274289.0,280461.0,284660.0,289215.0,293261.0,295849.0,299233.0,302424.0,306886.0,311516.0,315727.0,319848.0,324034.0,329375.0,336260.0,346476.0,361082.0,379883.0,400482.0,423179.0,443246.0,460672.0,475085.0,490476.0,506701.0,523011.0,535914.0,547648.0,556519.0,564077.0,572334.0,,,,,
Panamá,55.0,345.0,989.0,1988.0,3400.0,4467.0,6021.0,7197.0,8616.0,9726.0,11183.0,13837.0,16854.0,21422.0,26752.0,32785.0,39334.0,47173.0,54426.0,61442.0,68456.0,75394.0,82543.0,87485.0,92982.0,97578.0,102204.0,106810.0,111277.0,115919.0,120802.0,125181.0,129751.0,134915.0,140331.0,147667.0,155658.0,165806.0,179230.0,194619.0,214038.0,233705.0,256230.0,281353.0,299361.0,312158.0,321103.0,327654.0,332679.0,336521.0,,,,,,,
Papua-Nova Guiné,1.0,1.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,31.0,63.0,163.0,287.0,361.0,424.0,471.0,507.0,516.0,531.0,539.0,549.0,578.0,583.0,589.0,597.0,599.0,604.0,645.0,671.0,684.0,760.0,780.0,780.0,799.0,834.0,835.0,851.0,867.0,914.0,955.0,970.0,,,,,,,,
Paraguai,6.0,18.0,56.0,96.0,133.0,202.0,228.0,370.0,689.0,778.0,850.0,964.0,1090.0,1261.0,1362.0,1942.0,2385.0,2820.0,3629.0,4328.0,5485.0,6705.0,9381.0,12974.0,16474.0,21871.0,27324.0,33015.0,37922.0,43452.0,48978.0,54015.0,59043.0,63185.0,66941.0,71065.0,75857.0,81131.0,87213.0,92913.0,99157.0,104162.0,108718.0,115026.0,121648.0,127081.0,132548.0,137603.0,143443.0,150731.0,151718.0,,,,,,
Peru,15.0,234.0,580.0,1414.0,5256.0,12491.0,20914.0,36976.0,58526.0,80604.0,108769.0,141779.0,183198.0,214788.0,244388.0,268602.0,292004.0,316448.0,341586.0,371096.0,400683.0,455409.0,498555.0,558420.0,613378.0,657129.0,702776.0,744400.0,782695.0,814829.0,835662.0,859740.0,879876.0,894928.0,914722.0,928006.0,939931.0,952439.0,967075.0,979111.0,989457.0,1000153.0,1015137.0,1022018.0,1040231.0,1073214.0,1113970.0,1158337.0,1203502.0,1252137.0,1283309.0,,,,,,
Filipinas,2.0,3.0,3.0,3.0,3.0,49.0,202.0,636.0,2311.0,3870.0,5453.0,6710.0,8212.0,10004.0,11618.0,13221.0,15049.0,19748.0,23732.0,27238.0,32295.0,38511.0,50359.0,58850.0,72269.0,85486.0,115980.0,143749.0,173774.0,202361.0,226440.0,245143.0,272934.0,294591.0,311694.0,329637.0,346536.0,362243.0,375180.0,388137.0,401416.0,412097.0,422915.0,434357.0,444164.0,452988.0,464004.0,472532.0,480737.0,492700.0,505939.0,518407.0,530118.0,541560.0,553424.0,561169.0,
Polónia,22.0,238.0,901.0,2311.0,4848.0,7202.0,9856.0,12218.0,14431.0,16921.0,19268.0,22074.0,24395.0,27560.0,30195.0,32527.0,34393.0,36412.0,38457.0,40782.0,43904.0,48149.0,52961.0,57876.0,63073.0,67922.0,71526.0,75134.0,80699.0,89962.0,104316.0,135278.0,192539.0,280229.0,414844.0,593592.0,752940.0,909066.0,999924.0,1076180.0,1147446.0,1214525.0,1268634.0,1330543.0,1395779.0,1443804.0,1482722.0,1520215.0,1556685.0,1596673.0,1638767.0,,,,,,
Portugal,30.0,245.0,1600.0,5962.0,11278.0,16585.0,20206.0,23864.0,25351.0,27581.0,29036.0,30623.0,32500.0,34693.0,36690.0,39133.0,41646.0,43897.0,46512.0,48636.0,50164.0,51463.0,52668.0,54102.0,55597.0,57768.0,60258.0,63983.0,68577.0,73604.0,79151.0,86664.0,99911.0,118686.0,144341.0,179324.0,217301.0,260758.0,294799.0,322474.0,348744.0,374121.0,394573.0,427254.0,483689.0,549801.0,636190.0,720516.0,765414.0,785756.0,797525.0,,,,,,
Catar,8.0,320.0,470.0,562.0,1075.0,2512.0,4663.0,8525.0,14096.0,20201.0,29425.0,40481.0,52907.0,65495.0,76588.0,85462.0,92784.0,98653.0,102630.0,105898.0,108638.0,110695.0,112383.0,114532.0,116481.0,118196.0,119637.0,121287.0,122917.0,124650.0,126164.0,127600.0,128992.0,130711.0,132343.0,133811.0,135367.0,136888.0,138250.0,139643.0,140680.0,141716.0,142734.0,144042.0,145466.0,146885.0,148521.0,150621.0,153296.0,156351.0,159518.0,160426.0,,,,,
Roménia,3.0,25.0,184.0,794.0,2245.0,4417.0,6879.0,9242.0,11616.0,13837.0,15778.0,17191.0,18429.0,19517.0,20749.0,22415.0,24505.0,26970.0,29620.0,33585.0,39133.0,47053.0,55241.0,63762.0,72208.0,80390.0,88593.0,97033.0,105298.0,114648.0,125414.0,139612.0,160461.0,186254.0,217216.0,258437.0,314295.0,373474.0,430605.0,479634.0,524675.0,565758.0,598792.0,623066.0,648288.0,676968.0,697898.0,715438.0,732732.0,749434.0,765970.0,779695.0,,,,,
Rússia,2.0,2.0,2.0,2.0,4.0,28.0,199.0,840.0,3548.0,10131.0,27938.0,62773.0,106498.0,177160.0,252245.0,317554.0,379051.0,440538.0,501800.0,560321.0,613148.0,660231.0,706240.0,751612.0,793720.0,832993.0,870187.0,905762.0,939833.0,972972.0,1006923.0,1042836.0,1081152.0,1123976.0,1179634.0,1253603.0,1346380.0,1453923.0,1570446.0,1699695.0,1843678.0,1998966.0,2169424.0,2354934.0,2546113.0,2736727.0,2934695.0,3127347.0,3297833.0,3459237.0,3616680.0,3752548.0,3874830.0,3983031.0,4079407.0,4117992.0,
Ruanda,17.0,54.0,89.0,118.0,143.0,176.0,249.0,273.0,287.0,321.0,355.0,420.0,510.0,661.0,858.0,1081.0,1252.0,1485.0,1729.0,2022.0,2128.0,2293.0,2780.0,3742.0,4304.0,4534.0,4671.0,4798.0,4847.0,4890.0,4965.0,5052.0,5134.0,5208.0,5362.0,5586.0,5872.0,6043.0,6428.0,7105.0,7743.0,8460.0,9368.0,10573.0,12443.0,14784.0,16186.0,17200.0,17929.0,18053.0,,,,,,,
São Cristóvão e Névis,8.0,11.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,22.0,25.0,28.0,30.0,32.0,33.0,34.0,35.0,37.0,39.0,40.0,41.0,41.0,,,,,,,,,
Santa Lúcia,2.0,3.0,13.0,15.0,15.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,22.0,22.0,23.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,32.0,48.0,78.0,110.0,156.0,203.0,246.0,262.0,274.0,280.0,305.0,353.0,395.0,576.0,755.0,1195.0,1556.0,2487.0,2620.0,3078.0,,,,,,,
São Vicente e Granadinas,1.0,1.0,3.0,12.0,12.0,14.0,16.0,17.0,17.0,18.0,26.0,26.0,27.0,29.0,29.0,29.0,29.0,35.0,52.0,54.0,56.0,57.0,58.0,60.0,61.0,64.0,64.0,64.0,64.0,64.0,65.0,73.0,74.0,76.0,78.0,84.0,85.0,87.0,94.0,100.0,108.0,121.0,149.0,450.0,690.0,896.0,1170.0,1370.0,1494.0,1503.0,,,,,,,
Samoa,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,16.0,62.0,119.0,208.0,236.0,279.0,372.0,488.0,563.0,608.0,643.0,656.0,667.0,674.0,691.0,696.0,698.0,698.0,698.0,699.0,699.0,699.0,699.0,699.0,704.0,710.0,735.0,735.0,723.0,723.0,732.0,732.0,741.0,774.0,852.0,994.0,1190.0,1358.0,1492.0,1687.0,1834.0,2025.0,2205.0,2384.0,2549.0,2723.0,2815.0,2941.0,3094.0,3213.0,3394.0,3472.0,,,,,
São Tomé e Príncipe,4.0,4.0,4.0,16.0,208.0,235.0,251.0,483.0,513.0,661.0,698.0,713.0,720.0,729.0,746.0,863.0,874.0,878.0,885.0,892.0,896.0,898.0,906.0,908.0,911.0,913.0,929.0,933.0,940.0,949.0,962.0,965.0,979.0,989.0,999.0,1009.0,1012.0,1014.0,1024.0,1066.0,1142.0,1188.0,1257.0,1351.0,1482.0,1610.0,,,,,,,,,,,
Arábia Saudita,11.0,103.0,511.0,1299.0,2402.0,4462.0,9362.0,17522.0,27011.0,39048.0,54752.0,72560.0,85261.0,101914.0,127541.0,157612.0,182493.0,209509.0,232259.0,250920.0,266941.0,278835.0,288690.0,298542.0,307479.0,314821.0,320688.0,325651.0,329754.0,333193.0,336387.0,339267.0,342202.0,344875.0,347656.0,350592.0,353255.0,355258.0,357128.0,358713.0,359888.0,361010.0,362220.0,363061.0,363809.0,364929.0,366371.0,368074.0,370278.0,372732.0,375006.0,,,,,,
Senegal,4.0,24.0,67.0,142.0,222.0,280.0,367.0,671.0,1182.0,1709.0,2480.0,3047.0,3645.0,4328.0,5090.0,5888.0,6586.0,7400.0,8135.0,8810.0,9681.0,10344.0,11175.0,12162.0,12949.0,13556.0,13987.0,14280.0,14714.0,14909.0,15094.0,15268.0,15418.0,15551.0,15630.0,15708.0,15793.0,15882.0,16075.0,16477.0,17075.0,17758.0,18609.0,19697.0,21245.0,23028.0,24727.0,26523.0,28760.0,31007.0,32927.0,,,,,,
Sérvia,19.0,103.0,384.0,1171.0,2867.0,5318.0,7276.0,9009.0,9848.0,10374.0,10919.0,11300.0,11571.0,12102.0,12616.0,13372.0,15195.0,17342.0,19717.0,22443.0,25213.0,27332.0,28998.0,30209.0,31099.0,31676.0,32136.0,32695.0,33163.0,33662.0,34344.0,35454.0,37536.0,43592.0,55676.0,73765.0,104097.0,148214.0,199158.0,249224.0,287730.0,316344.0,337923.0,353907.0,368072.0,379093.0,390637.0,402700.0,415943.0,429048.0,436640.0,,,,,,
Seychelles,7.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,81.0,100.0,108.0,108.0,114.0,126.0,127.0,132.0,136.0,136.0,138.0,141.0,143.0,145.0,148.0,149.0,153.0,153.0,158.0,160.0,163.0,173.0,184.0,187.0,202.0,205.0,256.0,451.0,656.0,972.0,1162.0,1289.0,1802.0,2305.0,2401.0,,,,,,,
Serra Leoa,6.0,10.0,43.0,93.0,178.0,338.0,519.0,735.0,865.0,1001.0,1176.0,1340.0,1450.0,1547.0,1642.0,1711.0,1783.0,1848.0,1917.0,1956.0,1997.0,2022.0,2055.0,2111.0,2168.0,2215.0,2269.0,2306.0,2331.0,2346.0,2366.0,2385.0,2391.0,2406.0,2412.0,2428.0,2445.0,2509.0,2560.0,2673.0,2846.0,3014.0,3173.0,3634.0,3789.0,3823.0,3855.0,,,,,,,,,,
Singapura,7.0,28.0,50.0,84.0,93.0,110.0,178.0,313.0,631.0,1000.0,1623.0,3699.0,10141.0,15641.0,20198.0,25346.0,29364.0,32876.0,36405.0,38965.0,41216.0,42623.0,44122.0,45298.0,46878.0,48744.0,51531.0,54254.0,55395.0,56031.0,56495.0,56860.0,57166.0,57514.0,57639.0,57765.0,57840.0,57889.0,57933.0,57987.0,58036.0,58091.0,58135.0,58190.0,58230.0,58291.0,58353.0,58482.0,58569.0,58780.0,58984.0,59197.0,59391.0,59602.0,59747.0,59821.0,59869.0
Eslováquia,16.0,123.0,226.0,426.0,701.0,977.0,1325.0,1396.0,1445.0,1477.0,1502.0,1520.0,1526.0,1541.0,1562.0,1630.0,1700.0,1851.0,1951.0,2089.0,2265.0,2480.0,2739.0,3102.0,3626.0,4163.0,5066.0,6021.0,7629.0,10938.0,15726.0,24225.0,35330.0,51728.0,68734.0,81772.0,91578.0,101257.0,111208.0,124921.0,142133.0,161562.0,179543.0,198184.0,217978.0,231242.0,243427.0,256903.0,271473.0,285419.0,292143.0,,,,,,
Eslovénia,57.0,275.0,528.0,841.0,1091.0,1248.0,1353.0,1418.0,1448.0,1463.0,1468.0,1471.0,1477.0,1488.0,1503.0,1541.0,1613.0,1763.0,1878.0,2006.0,2115.0,2208.0,2303.0,2493.0,2722.0,2979.0,3312.0,3954.0,4694.0,5690.0,7120.0,9938.0,15982.0,28215.0,39408.0,48939.0,58964.0,69306.0,79566.0,90075.0,100401.0,109934.0,119740.0,131724.0,143679.0,152851.0,161662.0,170101.0,175795.0,181606.0,184767.0,,,,,,
Ilhas Salomão,3.0,4.0,8.0,13.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somália,1.0,3.0,7.0,25.0,164.0,436.0,722.0,1054.0,1421.0,1594.0,1976.0,2334.0,2618.0,2779.0,2894.0,2997.0,3059.0,3119.0,3178.0,3220.0,3227.0,3256.0,3269.0,3310.0,3362.0,3389.0,3442.0,3588.0,3745.0,3864.0,3864.0,3941.0,3941.0,4229.0,4301.0,4445.0,4451.0,4525.0,4579.0,4662.0,4690.0,4714.0,4726.0,4744.0,4754.0,4784.0,4862.0,5183.0,6017.0,,,,,,,,
África do Sul,13.0,116.0,709.0,1380.0,1845.0,2506.0,3635.0,5350.0,7808.0,12074.0,18003.0,25937.0,37525.0,55421.0,80412.0,111796.0,159333.0,224665.0,311049.0,394948.0,471123.0,529877.0,568919.0,596060.0,615701.0,630595.0,642431.0,653444.0,665188.0,674339.0,685155.0,696414.0,708359.0,719714.0,730548.0,742394.0,757144.0,775502.0,796472.0,828598.0,883687.0,954258.0,1039161.0,1149591.0,1278303.0,1369426.0,1430648.0,1463016.0,1482412.0,1496439.0,1503796.0,,,,,,
Sudão do Sul,4.0,4.0,5.0,45.0,120.0,236.0,655.0,994.0,994.0,1693.0,1882.0,1942.0,2021.0,2021.0,2191.0,2258.0,2352.0,2463.0,2488.0,2497.0,2519.0,2544.0,2578.0,2642.0,2676.0,2715.0,2761.0,2817.0,2878.0,2905.0,2943.0,3003.0,3047.0,3104.0,3166.0,3206.0,3228.0,3455.0,3558.0,3589.0,3670.0,3788.0,3929.0,4355.0,5310.0,6417.0,6583.0,,,,,,,,,,
Espanha,1.0,2.0,2.0,32.0,400.0,5232.0,20410.0,65719.0,119199.0,158273.0,190839.0,213024.0,215216.0,222857.0,230183.0,234824.0,238564.0,240978.0,243209.0,245575.0,247905.0,250545.0,253908.0,260255.0,272421.0,288522.0,314362.0,342813.0,386054.0,439286.0,498989.0,566326.0,640040.0,716481.0,789932.0,861112.0,936560.0,1046132.0,1185678.0,1328832.0,1458591.0,1556730.0,1628208.0,1684647.0,1730575.0,1797236.0,1854951.0,1928265.0,2050360.0,2252164.0,2499560.0,2743119.0,2941990.0,3056035.0,3133122.0,3133122.0,
