País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457,0.0533,0.0761,0.0838,0.1371,0.1523,0.1751,0.1751,0.198,0.2132,0.2513,0.2589,0.2894,0.3122,0.3503,0.3655,0.3807,0.396,0.434,0.4493,0.4797,0.4797,0.4949,0.5026,0.5178,0.533,0.533,0.5406,0.5559,0.5635,0.5711,0.5711,0.5787,0.6015,0.6092,0.6092,0.6092,0.6168,0.6168,0.6168,0.6244,0.632,0.6396,0.6472,0.6625,0.6929,0.7386,0.7919,0.8604,0.9518,0.9899,1.0356,1.0584,1.0736,1.1117,1.1498,1.165,1.2107
Guiné-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,0.0508,0.1524,0.3049,0.3557,0.4065,0.6098,0.7622,0.9654,1.2195,1.2703,1.3211,1.3211,1.3211,1.372,1.4736,1.6768,1.6768,1.7276,1.9309,1.9817,1.9817,1.9817,2.0325,2.0833,2.0833,2.0833,2.0833,2.185,2.185,2.185,2.2358,2.2358,2.2358,2.2866,2.2866,2.2866,2.2866,2.2866,2.2866,2.2866,2.3374,2.3374,2.3882,2.439,2.4898,2.6423,2.8455,3.0996,3.3537,3.3537,3.3537,3.4045,3.4045,3.4045,3.4045,3.4553
Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271,0.1271,0.2543,0.6357,0.7628,0.89,1.0171,1.2714,1.2714,1.2714,1.3985,1.5256,1.5256,1.5256,1.5256,1.5256,2.0342,2.1613,2.4156,2.5427,2.797,2.797,3.1784,3.9413,5.2126,6.1026,7.374,8.5182,9.9167,11.6966,13.4765,14.4936,15.1293,16.2736,17.1635,17.7992,18.6892,19.1977,19.5791,19.8334,20.3419,20.8505,21.1048,21.6133,21.6133,21.8676,22.5033,23.0118,23.9018,24.1561,25.046,25.936,26.4445,27.7159,29.3687,31.4029,32.8014,34.7084,36.9969,38.904,42.0824,43.8623,45.6422
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0263,0.0263,0.0526,0.0789,0.114,0.1754,0.2368,0.3859,0.4473,0.6402,0.7718,0.9121,0.991,1.219,1.2804,1.3769,1.447,1.6049,1.7189,1.7189,1.7628,1.8768,1.9206,1.9382,1.9908,2.0083,2.0171,2.0259,2.0346,2.0346,2.0346,2.0346,2.0346,2.0434,2.0434,2.0522,2.0522,2.0697,2.0697,2.0873,2.1048,2.1311,2.1486,2.1574,2.1662,2.1662,2.1925,2.2013,2.2013,2.2013,2.21,2.21,2.21,2.21,2.2188,2.2539,2.3153,2.403,2.5258
Santa Sé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707,0.2221,0.2625,0.4644,0.6462,0.939,1.2217,1.4842,1.8981,2.2717,2.7361,3.3318,4.089,5.0179,6.8352,8.1477,9.9752,12.2569,14.1348,15.2959,16.0834,17.194,19.0618,20.5359,21.071,22.2725,23.4537,24.7057,25.5235,26.0687,26.6442,27.3206,28.0677,28.6634,28.9663,29.461,29.7841,30.299,30.7534,31.4096,32.1668,33.2573,34.2366,35.1957,36.4881,38.2549,39.5069,40.7891,42.2733,43.3839,44.1512,45.3223,46.4329,47.3113,49.1993,50.2392,52.4301,54.3787,58.4475,60.7697,62.476
Hungria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0932,0.1656,0.4865,1.2629,2.2049,3.0123,3.7576,4.3994,4.8342,5.1654,5.507,5.6934,5.8486,5.9315,6.0557,6.0971,6.1592,6.1695,6.1695,6.1903,6.2627,6.3041,6.3559,6.3766,6.4801,6.6871,7.184,7.8362,8.8299,10.3102,12.5358,15.8897,20.4237,26.8727,33.9636,41.4892,51.5199,63.3517,74.9145,87.5952,96.187,104.344,112.3458,119.2503,125.3888,131.0097,137.1482,143.235,149.5805,157.22,167.1368,178.3165,193.6058,211.5348,228.7495,248.2311,264.7937,279.3273,290.3104,298.043,303.0635,305.993
Islândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4652,0.5861,0.5861,1.7583,2.3444,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,3.2235,3.2235,4.9818,7.0331,7.3262,7.6192,7.9123,8.2053,8.2053,8.2053,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983,8.4983
Índia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0007,0.0025,0.0109,0.0285,0.0467,0.073,0.1227,0.175,0.2393,0.3148,0.4224,0.5616,0.8625,1.049,1.2609,1.4958,1.7615,2.082,2.4777,2.8837,3.3399,3.8325,4.3012,4.8067,5.3543,5.9468,6.5232,7.065,7.5764,8.0135,8.3995,8.6963,8.9573,9.2442,9.4922,9.7608,10.0088,10.2434,10.4417,10.6119,10.7564,10.8778,10.9803,11.0665,11.1394,11.2026,11.2501,11.298,11.3454,11.4018,11.4538,11.5249,11.6261,11.773,12.0418,12.4699,13.2284,14.5787,16.3904,18.42,20.5252,22.0086
Indonésia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0201,0.0497,0.0808,0.1678,0.2252,0.2826,0.3188,0.3682,0.4464,0.5184,0.608,0.703,0.8157,0.9268,1.0515,1.2098,1.3564,1.5794,1.7918,1.9698,2.1292,2.2949,2.5073,2.7438,3.0089,3.2776,3.5964,3.8757,4.1583,4.3971,4.6555,4.94,5.1718,5.3966,5.6277,5.8902,6.2448,6.5808,6.987,7.4059,7.9346,8.4486,9.0102,9.7213,10.4079,11.1804,11.6904,12.2827,12.8011,13.3509,13.8039,14.1681,14.5746,14.8996,15.3468,15.6411,16.0048,16.4297,16.8676,17.3532,17.7231,18.0807
Irã,0.0,0.0,0.0,0.0,0.019,0.0917,0.3465,1.1763,2.3026,3.4503,4.6099,5.5755,6.3065,6.997,7.5483,8.0161,8.4757,8.9388,9.4556,10.0306,10.7926,11.7427,12.8785,14.2048,15.7287,17.4229,19.2242,20.9744,22.3828,23.7782,24.8842,25.8022,26.838,27.9226,29.3548,30.9383,32.6444,34.61,36.9483,39.645,43.0512,46.673,50.5531,54.4546,57.8953,60.6206,62.7076,64.2947,65.4174,66.3722,67.1009,67.8307,68.5296,69.1844,69.7975,70.3833,71.0333,71.7525,72.4668,73.1335,73.7574,74.4932,75.6087,77.4529,80.3937,83.9737,87.1728,89.9695,92.3077,93.8745
Iraque,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0273,0.0671,0.1243,0.1616,0.1939,0.2064,0.2238,0.2536,0.2785,0.3257,0.4202,0.5843,0.9746,1.7702,3.1102,4.8306,6.6754,8.3162,9.8204,11.2748,12.4731,13.751,15.0065,16.3988,17.709,19.0366,20.3021,21.5849,22.6789,23.6957,24.7871,25.7716,26.6617,27.5169,28.4219,29.2175,29.9111,30.5948,31.02,31.3606,31.6365,31.823,31.9622,32.099,32.2257,32.3451,32.4893,32.6534,32.7976,33.0934,33.4589,33.8567,34.3763,34.9705,35.5174,36.1365,36.7854,37.4417,38.1578,38.8042,39.366,39.8508,40.3108
Irlanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,0.1418,1.4379,4.2529,8.2223,14.784,23.4721,27.1174,30.135,31.6134,32.707,33.5778,34.2461,34.6107,34.8334,35.1575,35.279,35.36,35.5017,35.7245,35.7245,35.9068,35.9473,35.9878,35.9878,36.008,36.1903,36.2916,36.5143,36.6764,37.0611,37.77,38.2763,38.9243,39.7547,40.4027,41.071,41.9014,42.5089,43.2177,43.9671,44.8177,46.215,48.544,54.8424,62.0926,69.2213,75.9855,80.6029,84.6736,87.7519,90.1619,92.1871,93.3617,94.7996,95.7312,97.2703,98.1614,98.9107,99.3968,99.8221,100.0651,100.0651
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.2426,0.8318,1.4557,2.1836,2.4609,2.7728,3.0385,3.2349,3.2811,3.3736,3.4775,3.5353,3.5931,3.7779,4.0899,4.5173,5.2799,6.0077,7.1053,7.9949,9.0347,10.1322,11.1836,12.4082,13.76,15.7125,18.104,21.027,24.054,26.5495,28.837,30.2928,31.1824,31.9218,32.6496,33.2966,33.8743,34.8216,36.2312,38.0335,40.3903,43.5675,47.1375,52.14,56.461,60.262,62.8615,65.0913,66.8936,68.5457,69.8744,70.7293,71.5958,72.289,72.8898,73.3057,73.4674,73.583,73.687,73.8487,74.0104
Itália,0.0,0.0,0.0,0.0,0.0165,0.1307,1.0436,4.1398,11.2798,20.5551,28.327,34.8435,40.7662,45.25,48.4851,51.1248,53.2055,54.5055,55.4565,56.3049,56.9037,57.3502,57.5024,57.7207,57.8613,58.0085,58.0912,58.1706,58.2434,58.5576,58.6238,58.6998,58.8189,58.9347,59.1084,59.335,59.5913,59.9486,60.7077,62.3534,65.1849,70.0111,76.8485,84.8568,93.2175,101.2871,108.9233,115.5142,120.7853,126.2433,132.0155,137.5364,142.9365,147.7693,152.1654,155.7528,159.3534,162.5621,166.1859,170.3571,175.1171,180.0789,184.8224,190.3482,194.5575,198.3268,201.3469,203.9006,205.9101,207.2961
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338,0.0338,0.1013,0.1351,0.2026,0.2364,0.3039,0.3039,0.3039,0.3039,0.3039,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.4052,0.4728,0.4728,0.6416,0.7092,1.2157,1.5534,2.5328,3.4108,4.1538,4.9305,5.8761,6.619,7.2269,7.5646,7.801,8.2062,8.7128,8.9492,9.3206,9.7259,10.0636,10.3,10.6377,11.1105,11.4482,11.921,12.1236,12.7652,13.677,14.5888,15.5344,16.6826,18.3036,19.8233,21.0052,23.0315,24.9226,25.902,26.78,27.4892,29.6505,31.2377
Japão,0.0,0.0,0.0,0.0016,0.0024,0.0047,0.0103,0.0237,0.0332,0.053,0.0775,0.1344,0.2396,0.3447,0.4689,0.559,0.6365,0.6823,0.7132,0.7274,0.7385,0.763,0.7685,0.7756,0.778,0.7812,0.7915,0.8088,0.8365,0.8974,0.9638,1.0381,1.1053,1.1567,1.201,1.2398,1.2722,1.2927,1.3275,1.3647,1.4184,1.4548,1.4983,1.5521,1.6675,1.8454,2.0407,2.2747,2.527,2.9689,3.3034,3.705,4.1881,4.706,5.2199,5.6445,6.0051,6.3292,6.6091,6.8645,7.0432,7.2045,7.3144,7.4496,7.6552,7.9311,8.2553,8.7329,9.3322,9.7655
Jordânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0588,0.0686,0.0686,0.0784,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.098,0.098,0.1078,0.1078,0.1078,0.1078,0.1078,0.1372,0.147,0.1862,0.2548,0.3234,0.5587,1.1957,2.2052,4.0576,6.547,9.4775,13.5841,18.7099,23.3262,27.4622,30.9905,33.6857,35.5479,37.2533,38.6156,39.9485,40.8698,41.6343,42.4771,43.075,44.0159,44.9764,46.6131,49.4554,53.8756,59.5601,66.1267,72.3601,77.7898,82.0532,85.3365,87.7672,89.6881,91.0995,91.9717
Cazaquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.032,0.0746,0.1012,0.1331,0.1544,0.1704,0.1864,0.1971,0.2343,0.3249,0.4687,0.7137,1.0012,1.406,1.9972,3.1156,4.2233,5.9063,7.6318,8.7076,9.4852,9.6662,10.1349,10.4651,10.7367,10.9178,11.1042,11.2693,11.477,11.6687,12.0415,12.0735,12.3557,12.638,12.9629,13.5487,13.9162,14.257,14.6991,14.7789,15.3328,15.4127,16.1636,16.2276,16.6536,16.7442,16.8027,16.8826,16.9732,17.0211,17.0797,17.1915,17.3034,17.4471,17.559,17.7134,17.8785,18.0117,18.1235,18.262
Quénia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0112,0.0167,0.026,0.026,0.0446,0.067,0.093,0.0967,0.132,0.1637,0.1953,0.238,0.2752,0.3106,0.3757,0.4649,0.5561,0.7216,0.8146,0.9057,1.0396,1.0731,1.114,1.1791,1.2256,1.3148,1.3818,1.4636,1.5659,1.737,1.9323,2.1461,2.4214,2.6204,2.7412,2.8733,2.983,3.063,3.0964,3.1429,3.1913,3.2248,3.2545,3.2843,3.3271,3.3419,3.4163,3.4647,3.5074,3.58,3.8087,3.9928,4.1993,4.4522,4.6847,4.9562,5.2165,5.4453,5.6182,5.7149
Coreia do Sul,0.0,0.0,0.0,0.0,0.0195,0.0546,0.1053,0.158,0.2341,0.316,0.3745,0.433,0.4623,0.4798,0.4974,0.5052,0.513,0.5247,0.5325,0.5383,0.5442,0.5481,0.55,0.5559,0.5637,0.5793,0.5851,0.589,0.5949,0.5968,0.6086,0.6359,0.671,0.7158,0.7568,0.8056,0.829,0.8543,0.8777,0.8992,0.9245,0.9499,0.9674,1.0006,1.026,1.0845,1.1937,1.4414,1.7145,2.0032,2.3113,2.5356,2.6878,2.8107,2.8984,2.9999,3.074,3.1442,3.2144,3.2885,3.3295,3.3763,3.4251,3.4758,3.5226,3.5518,3.6026,3.6747,3.7293,3.78
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553,0.0553,0.1658,0.4421,0.8288,1.2156,1.4367,1.5472,1.6024,1.6577,1.6577,1.713,1.8235,2.0445,2.7076,4.3653,5.9677,7.9569,10.6093,14.864,19.5608,22.9867,26.9652,29.4517,31.3857,33.2092,33.9828,34.5353,35.0879,35.8615,36.3036,36.6351,38.9559,42.7133,46.0287,51.8859,56.6932,62.8267,67.413,69.7338,73.2149,74.8726,76.6408,77.967,81.0061,82.7743,84.3215,85.5371,87.0291,89.2946,91.4496,95.207,96.8095,103.1087,107.3082,110.7341,116.3151,117.9175,117.9175,122.559,123.2774,123.9957
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0702,0.2576,0.5386,0.9366,1.7562,2.8333,4.0276,5.292,6.3926,7.0951,7.821,8.2893,8.8279,9.2728,9.6474,10.3499,10.8885,11.3802,11.8251,12.1529,12.5042,12.832,13.3003,13.7687,14.2136,14.799,15.7356,16.7191,17.7026,18.4753,19.2246,19.8568,20.372,20.6296,21.0745,21.3789,21.613,21.8238,21.9643,22.1516,22.2453,22.4092,22.4794,22.8307,23.7439,24.7508,25.5704,26.7177,27.7715,29.1764,30.6282,32.1503,33.2274,34.3748,35.9437,37.4891,38.8707,39.8307,40.7674
Quirguistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613,0.0766,0.1073,0.1226,0.1686,0.1839,0.2146,0.2452,0.2606,0.3679,0.4598,0.6438,0.935,1.64,2.2838,16.5384,20.3703,21.8724,22.6541,22.9607,22.9607,16.2319,16.2472,16.2932,16.2932,16.3085,16.3392,16.7377,17.0596,17.4121,17.826,18.2091,18.5004,19.0215,19.5426,19.9412,20.1864,20.4623,20.7382,20.8455,21.0754,21.336,21.5352,21.6732,21.9644,22.133,22.3782,22.5009,22.6235,22.7614,22.8687,22.9607,23.1293,23.4818,23.865,24.3555,24.9839,25.551,26.3328,26.9305
Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0275,0.0275
Letónia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.2651,0.4772,0.6892,0.9013,0.9543,1.1134,1.1664,1.2724,1.3784,1.4845,1.5905,1.5905,1.5905,1.6435,1.6435,1.6435,1.6965,1.6965,1.7496,1.7496,1.8026,1.8556,1.8556,1.9086,1.9616,2.1207,2.1737,2.4918,3.3401,4.1883,5.4607,6.9982,9.2779,11.1335,15.2688,18.927,24.3347,31.9691,38.2781,46.7607,53.6529,59.6968,64.6274,72.2618,78.7828,83.2362,86.8414,90.3935,94.2107,97.5507,100.3606,102.6934,106.1394,109.7976,111.8652,114.4631,117.538,120.8781,123.4229
Líbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.044,0.0586,0.1758,0.2784,0.3077,0.3077,0.3516,0.3663,0.3809,0.3809,0.3809,0.3956,0.4395,0.4688,0.4688,0.4981,0.5274,0.5421,0.6007,0.7912,0.9523,1.2746,1.5677,2.0218,2.5053,3.0328,3.6921,4.6151,5.289,6.212,7.0179,7.7797,8.6441,9.7723,10.9736,12.2922,13.6841,15.1345,16.6436,17.9182,19.2075,20.951,22.4015,24.9801,29.5951,36.2907,47.2643,54.751,59.9521,65.1386,70.3983,75.2185,80.1999,85.7087,90.6022,94.9242,98.7188,102.4842,105.4437,107.949,110.2785,111.9487,112.5787
Lesoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2801,0.5602,0.9803,1.1203,1.4004,1.4004,1.4471,1.4471,1.5404,1.5404,1.6338,1.8205,1.9606,2.0072,2.0072,2.0539,2.0539,2.0539,2.0539,2.0539,2.0539,2.0539,2.2406,2.3807,3.0342,3.9678,4.7147,6.8153,8.0289,9.6627,11.8567,13.5839,13.7706,14.4241,14.4241,14.6575,14.7042,14.7042,14.7042,14.7509,14.7509,14.8442,14.8909,14.9376,15.2177
Libéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593,0.1186,0.1582,0.3164,0.3954,0.3954,0.4548,0.5141,0.5536,0.6129,0.6525,0.6722,0.7118,0.8106,1.0084,1.384,1.4236,1.5422,1.6015,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6213,1.6411,1.6411,1.6411,1.6411,1.6411,1.6411,1.6608,1.6608,1.6608,1.6608,1.6608,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.6806,1.7004
Líbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0146,0.0146,0.0291,0.0437,0.0437,0.0437,0.0437,0.0728,0.0728,0.1455,0.2474,0.3493,0.5094,0.6112,0.7277,0.9751,1.3971,1.921,2.3867,2.9543,3.5219,4.5697,5.5739,6.6945,7.8588,8.7611,9.547,10.8568,11.8173,12.9961,13.9275,15.15,16.1542,17.4058,18.2644,19.1958,20.1563,21.015,22.3539,23.6055,24.7406,26.0359,27.5931,28.8446,29.8488,30.9258,32.2501,33.4289,35.0152,37.3147,38.6827,40.2399,41.1858,42.4811,43.8054,44.373,44.7805,45.0716,45.2899
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,7.8682,10.491,20.982,34.0957,41.9639,49.8321,55.0776,73.4368,99.6643,118.0235,128.5145,131.1372,136.3827,136.3827,136.3827,139.0055,141.6282,141.6282,144.2509,146.8737,146.8737,146.8737,146.8737,146.8737,146.8737,149.4964,149.4964,152.1192,152.1192,152.1192
Lituânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367,0.1469,0.4041,0.5877,0.9551,1.1755,1.2122,1.4326,1.653,1.8734,2.0204,2.1306,2.204,2.2408,2.2408,2.2775,2.2775,2.3142,2.3142,2.3142,2.351,2.351,2.4979,2.5346,2.5346,2.6081,2.6081,2.8285,3.0856,3.306,3.857,4.7387,6.2447,8.412,12.0854,17.522,23.5464,31.5543,40.848,51.2436,62.2638,74.0186,83.753,91.761,98.8506,104.5811,109.1728,113.6911,117.1441,119.8624,122.7276,125.4826,128.605,130.9927,133.0865,136.3926,139.0374,142.4169,146.0536,148.8821,151.5636,154.0983
Luxemburgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598,1.278,3.6743,7.029,11.0228,12.4605,14.2178,15.336,16.2945,17.4128,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.7323,17.7323,18.0518,18.8505,19.4895,19.809,19.809,19.809,19.809,19.809,19.809,19.809,20.448,21.2468,21.726,23.4833,26.6783,31.6305,38.34,45.2093,52.7175,57.51,66.7755,72.3668,78.1178,82.1115,85.9455,89.46,91.0575,93.6135,95.85,97.767,100.4828,102.3998,106.713,111.3458,115.9785,118.6943,121.5698,124.1258,125.5635,126.3623,127.8,128.7585,129.078,129.3975
MS Zaandam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0072,0.0217,0.0325,0.0433,0.0542,0.0722,0.1192,0.1408,0.2347,0.3358,0.4442,0.5489,0.6248,0.6428,0.7042,0.7439,0.7728,0.8161,0.827,0.845,0.8559,0.8595,0.8812,0.8812,0.8992,0.9028,0.9064,0.9064,0.9209,0.9353,0.9389,0.9425,0.9462,0.9642,0.9859,1.0075,1.0148,1.0292,1.0545,1.0725,1.0725,1.0834,1.2098,1.3037,1.4553,1.6684,1.849,2.0332,2.2173,2.4629,2.6435,2.7951,2.9107
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0105,0.0105,0.0157,0.0157,0.0157,0.0157,0.0209,0.0209,0.0209,0.0314,0.0575,0.0732,0.0993,0.2091,0.3346,0.5384,0.6691,0.7946,0.8521,0.8887,0.9148,0.92,0.9305,0.9357,0.9357,0.9409,0.9462,0.9514,0.9566,0.9618,0.9671,0.9671,0.9671,0.9671,0.9723,0.9775,0.9775,0.9828,1.0403,1.2284,1.7564,2.8228,3.7951,4.6158,5.0601,5.3529,5.5045,5.6142,5.6874,5.7449,5.8338,5.8756,5.9226,5.9697,5.9958,6.0063,6.0272,6.0272,6.0324
Malásia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0494,0.1329,0.1946,0.2534,0.2842,0.309,0.3275,0.3368,0.3522,0.3553,0.3553,0.3615,0.3738,0.3738,0.3738,0.3738,0.3769,0.38,0.3831,0.3862,0.3862,0.3862,0.3862,0.3955,0.3955,0.3955,0.4017,0.414,0.4356,0.5036,0.5963,0.7353,0.8126,0.9269,0.9825,1.0536,1.1215,1.1988,1.3038,1.3564,1.412,1.5726,1.7271,1.9125,2.1628,2.4439,2.8085,3.0371,3.3245,3.5253,3.6643,3.7632,3.8435,3.9084,4.0166,4.1556,4.2915,4.5171,4.8631,5.3204,6.1608,7.134
Maldivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.555,0.74,0.925,1.295,1.48,1.48,1.48,1.665,2.22,2.59,2.775,2.775,3.515,3.7,4.44,5.18,5.365,5.365,6.105,6.29,6.29,6.29,6.475,6.845,6.845,7.03,7.585,8.3249,8.5099,8.6949,8.6949,8.8799,8.8799,8.8799,8.8799,9.0649,9.0649,9.4349,9.6199,10.3599,10.7299,11.0999,11.4699,11.8399,11.8399,12.2099,12.2099,12.3949,12.3949,13.1349,13.1349,13.6899,16.0949,19.4249,25.7148
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0247,0.0642,0.0691,0.1185,0.158,0.1975,0.2617,0.3457,0.3852,0.4642,0.5136,0.5481,0.5728,0.5876,0.5975,0.6024,0.6123,0.6123,0.6173,0.6173,0.6173,0.6222,0.6271,0.6321,0.637,0.6469,0.6469,0.6518,0.6518,0.6716,0.6716,0.6765,0.6963,0.7308,0.7901,0.8889,1.0123,1.1111,1.2938,1.4024,1.4962,1.5654,1.6147,1.6444,1.674,1.6888,1.7184,1.753,1.7678,1.7975,1.837,1.8962,1.9555,2.0592,2.1925,2.3505,2.4295,2.4987,2.5234,2.5382
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794,0.6794,0.9059,1.1324,1.1324,1.3589,1.3589,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.2648,2.7177,3.1707,3.6237,5.209,7.7003,9.0591,9.9651,10.418,12.4563,14.9476,18.3448,22.8743,26.498,31.9335,35.5571,40.0867,44.3898,48.6929,51.1841,52.996,54.8078,57.752,61.1492,64.3199,67.2641,69.3024,72.2466,75.8703,80.8528,84.9294,88.3266,90.3649,91.2708,93.0827,93.5356,94.2151,94.4415,94.4415,94.4415
Ilhas Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
