País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Luxemburgo,0.0,0.0,0.639,2.3963,4.9523,8.6265,11.502,13.5788,14.697,15.975,16.614,17.4128,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.5725,17.7323,17.892,18.2115,19.0103,19.4895,19.809,19.809,19.809,19.809,19.809,19.809,19.9688,20.7675,21.2468,22.5248,24.282,28.755,34.9853,41.535,47.925,55.1138,62.622,69.3315,73.1655,79.0763,84.1883,87.7028,89.7795,92.1758,94.2525,96.8085,99.3645,101.7608,,,,,,
MS Zaandam,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,109.3494,,,,,,,,,,
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0072,0.0253,0.0361,0.0469,0.0578,0.0867,0.1192,0.1914,0.2528,0.3792,0.4839,0.585,0.6392,0.6645,0.7114,0.7511,0.78,0.8198,0.8378,0.8487,0.8559,0.8595,0.8812,0.8812,0.8992,0.9028,0.9064,0.9209,0.9209,0.9353,0.9389,0.9425,0.9462,0.9642,0.9859,1.0075,1.0148,1.0292,1.0545,1.0725,1.0725,,,,,,,,
Malawi,0.0052,0.0105,0.0157,0.0157,0.0157,0.0157,0.0157,0.0209,0.0209,0.0209,0.0314,0.0575,0.0836,0.1255,0.2248,0.3973,0.5384,0.7109,0.7946,0.8573,0.9043,0.9148,0.92,0.9305,0.9357,0.9357,0.9409,0.9462,0.9566,0.9618,0.9618,0.9671,0.9671,0.9671,0.9671,0.9723,0.9775,0.9775,0.988,1.0403,1.3278,1.8453,2.9012,3.9781,4.7047,5.1019,5.379,5.4208,,,,,,,,,,
Malásia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0803,0.1638,0.2163,0.2657,0.2966,0.3182,0.3306,0.346,0.3553,0.3553,0.3584,0.3677,0.3738,0.3738,0.3738,0.3738,0.3769,0.38,0.3862,0.3862,0.3862,0.3862,0.3862,0.3955,0.3955,0.3986,0.4109,0.4202,0.4696,0.5438,0.6612,0.7693,0.862,0.9393,1.0165,1.0814,1.1617,1.242,1.3347,1.3873,1.4645,1.6591,1.8105,2.0392,2.2647,2.6108,2.9444,3.2225,3.4326,
Maldivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.555,0.74,0.74,0.925,1.48,1.48,1.48,1.48,1.85,2.405,2.775,2.775,3.145,3.515,4.07,4.81,5.18,5.365,5.735,6.105,6.29,6.29,6.29,6.66,6.845,7.03,7.215,7.77,8.3249,8.5099,8.6949,8.8799,8.8799,8.8799,8.8799,9.0649,9.0649,9.2499,9.4349,9.9899,10.7299,11.0999,11.0999,,,,,,,
Mali,0.0099,0.0247,0.0642,0.0691,0.1185,0.158,0.1975,0.2617,0.3457,0.3852,0.4642,0.5136,0.5481,0.5728,0.5876,0.5975,0.6024,0.6123,0.6123,0.6173,0.6173,0.6173,0.6222,0.6271,0.6321,0.637,0.6469,0.6469,0.6518,0.6518,0.6716,0.6716,0.6765,0.6963,0.7308,0.7901,0.8889,1.0123,1.1111,1.2938,1.4024,1.4962,1.5654,1.6147,1.6444,1.674,1.6888,1.7184,1.7283,,,,,,,,,
Malta,0.0,0.0,0.0,0.0,0.453,0.6794,0.6794,0.9059,1.1324,1.3589,1.3589,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.0383,2.2648,2.2648,2.9442,3.3972,3.8501,6.5679,8.3797,9.2856,10.1915,11.0974,13.8152,16.5329,20.836,24.4597,28.9892,33.7453,37.5954,41.4456,45.9751,49.5988,52.0901,53.4489,56.1667,59.7903,62.7345,65.2258,68.17,70.8878,,,,,,,
Ilhas Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritânia,0.0,0.0,0.0215,0.0215,0.0215,0.0215,0.0215,0.0215,0.0645,0.129,0.4301,0.9248,1.7421,2.1937,2.5808,2.7744,3.14,3.2476,3.3551,3.3766,3.3766,3.3766,3.3981,3.3981,3.4411,3.4626,3.4626,3.4626,3.4841,3.5056,3.5056,3.5056,3.5056,3.5486,3.5486,3.6347,3.6992,3.9143,4.5165,5.6778,6.7532,7.5059,8.2157,8.6028,8.8824,9.0544,9.1405,9.1835,9.3125,9.4416,,,,,,,,
Ilhas Maurício,0.1573,0.3932,0.5504,0.7077,0.7077,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,0.7863,,,,,,,,
México,0.0,0.0,0.0008,0.0062,0.0388,0.1505,0.3769,0.8291,1.4418,2.2965,3.4724,5.0491,7.0145,9.7299,12.3661,15.3157,19.4365,22.6389,26.0027,29.1423,32.5038,35.6775,39.1809,42.8851,45.8425,48.5478,51.4446,54.0196,55.9819,58.5103,60.5571,64.4491,66.1469,67.7989,70.4034,72.7294,75.2765,77.6405,80.8499,83.8988,87.1198,90.3471,93.9808,97.5757,101.6274,106.9674,113.3723,120.3302,125.0574,132.8088,138.1402,142.4712,143.0777,,,,,
Estados Federados da Micronésia,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldávia,0.0,0.0248,0.0496,0.2975,0.7437,1.413,2.3302,3.0739,3.9911,5.1314,5.9991,7.2137,8.2053,9.8662,11.5023,12.9153,14.3779,15.8653,16.8569,18.1459,19.5341,20.848,22.1866,23.1782,24.5416,26.3513,27.6899,29.7722,31.7058,33.5402,36.1431,38.8948,41.3737,44.2493,46.877,49.7278,52.8017,56.2474,59.5692,63.1389,67.601,71.4682,74.8643,77.5912,80.442,82.9705,85.1272,87.507,90.2338,93.2086,96.6543,,,,,,,
Mónaco,0.0,0.0,0.0,0.0,2.5483,2.5483,7.6449,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,10.1932,2.5483,2.5483,5.0966,5.0966,5.0966,5.0966,5.0966,5.0966,5.0966,5.0966,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,7.6449,10.1932,17.838,22.9346,28.0312,48.4175,53.5141,56.0624,58.6107,,,,,,
Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,,,,,,,
Montenegro,0.1592,0.1592,0.3184,0.4777,0.7961,1.1145,1.2738,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.7514,2.2291,3.8213,5.095,7.1649,8.2794,10.8269,12.7375,13.3744,15.9219,17.3549,19.2655,21.9722,25.9527,28.9778,33.5952,38.2125,42.9891,50.9501,54.4529,63.0507,70.6932,79.4502,86.4559,93.1431,100.3079,107.4728,110.1795,116.0706,118.7773,122.5986,129.1266,134.0623,143.1378,152.3725,158.2636,,,,,,,,
Marrocos,0.0,0.0027,0.0108,0.0704,0.1896,0.3197,0.382,0.4362,0.4714,0.5093,0.5202,0.5391,0.5554,0.5635,0.5744,0.5798,0.5987,0.6367,0.6773,0.7396,0.848,1.0349,1.3492,1.7827,2.4058,3.01,3.6873,4.2752,4.9579,5.6054,6.3126,7.0576,7.9327,8.9432,10.1922,11.5739,12.9475,14.4024,15.6839,16.9193,17.9461,18.8483,19.615,20.2787,20.9777,21.5169,22.0804,22.4191,22.7415,22.9663,23.1749,23.3212,,,,,,
Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0064,0.0064,0.0128,0.016,0.0224,0.0288,0.032,0.0352,0.0384,0.0512,0.0608,0.064,0.0704,0.0832,0.112,0.1312,0.1728,0.2048,0.224,0.2368,0.272,0.2943,0.3167,0.3519,0.3935,0.4127,0.4255,0.4479,0.4703,0.5087,0.5375,0.5983,0.7487,0.9502,1.1614,1.4429,1.6797,1.8781,1.9613,,,,,,,,,
Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394,0.0787,0.2755,0.3936,0.6297,1.22,1.653,2.5581,3.424,3.8569,4.2505,4.6834,4.8408,4.9982,5.1556,5.2344,5.2344,5.2344,5.4311,5.6279,5.8641,5.9821,6.297,6.6512,7.3596,8.1861,9.6422,11.0197,12.2397,13.4598,14.5617,15.1127,15.7031,16.4508,,,,,,,,
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0206,0.0378,0.0549,0.0755,0.0927,0.1098,0.1201,0.1373,0.151,0.1922,0.2402,0.3398,0.4702,0.6693,0.9301,1.1051,1.3385,1.5753,1.7847,2.0593,2.4539,2.8452,3.1575,3.6723,4.1254,4.4548,4.925,5.3781,5.7453,6.0576,6.2327,6.3974,6.5519,6.6857,6.8161,6.95,6.9843,7.0495,7.0735,9.5103,
Países Baixos,0.0,0.0292,0.3385,2.0835,6.8574,13.1603,18.3544,23.7411,27.587,30.47,32.571,33.6565,34.3743,34.993,35.3723,35.5591,35.6933,35.7983,35.9151,35.9267,35.9384,36.0551,36.0259,36.0785,36.2069,36.4228,36.5745,36.6562,36.7846,37.0239,37.6834,38.3662,39.2183,40.4672,42.3989,45.2177,48.3575,51.1938,53.6041,55.9327,57.9111,60.3039,63.1753,66.6302,70.5929,74.6198,77.9113,80.7768,83.3447,85.8483,88.3462,90.628,91.1941,,,,,
Nova Zelândia,0.0,0.0,0.0,0.0,0.0207,0.0207,0.1866,0.3525,0.394,0.4355,0.4355,0.4355,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4977,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5392,0.5392,0.5392,,,,,
Nicarágua,0.0,0.0151,0.0151,0.0151,0.0302,0.0453,0.0755,0.1208,0.2566,0.5283,0.6944,0.8302,0.9661,1.1171,1.2529,1.3737,1.4944,1.6303,1.7511,1.8567,1.9322,2.0077,2.0681,2.1284,2.1737,2.219,2.2492,2.2794,2.3096,2.3247,2.3398,2.3549,2.3549,2.3851,2.4002,2.4153,2.4304,2.4454,2.4605,2.4756,2.4907,2.5058,2.5209,2.536,2.5511,2.5662,2.5813,2.5964,2.6115,2.6115,,,,,,,,
Níger,0.0041,0.0207,0.0454,0.0578,0.0991,0.1322,0.1735,0.2066,0.2479,0.2644,0.2685,0.2685,0.2768,0.2768,0.2809,0.2809,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.2892,0.2892,0.314,0.3305,0.347,0.3718,0.4296,0.4916,0.566,0.6073,0.6486,0.6775,0.6899,0.7023,0.7105,0.7105,,,,,,,,
Nigéria,0.0,0.0,0.0,0.0005,0.001,0.0034,0.0063,0.015,0.0281,0.0519,0.081,0.1024,0.1256,0.1567,0.1877,0.2304,0.2663,0.2988,0.3342,0.373,0.4041,0.4259,0.4512,0.4686,0.4812,0.4904,0.5084,0.5215,0.5302,0.5346,0.5394,0.5399,0.5414,0.5467,0.5535,0.5603,0.5637,0.5652,0.5671,0.5719,0.5773,0.5826,0.6025,0.6253,0.6452,0.6816,0.7204,0.7505,0.7917,0.8295,0.8747,0.9173,0.9227,,,,,
Macedônia do Norte,0.0,0.0,0.0,0.096,0.432,1.248,2.112,2.6399,3.4079,4.1279,4.4159,5.0879,5.5679,6.7679,7.5359,9.6478,12.0478,14.4957,16.8477,18.6716,20.7356,22.6076,24.2395,25.3915,26.3515,27.5035,28.9914,30.2874,31.7274,33.8393,35.3753,36.8633,38.3993,40.7992,45.5511,50.351,56.9269,66.0467,74.9265,86.0143,94.8941,104.11,112.3178,118.7017,122.8296,127.0535,130.8454,134.9734,137.9013,141.8372,144.1412,148.0771,149.7091,,,,,
Noruega,0.0,0.0,0.0553,0.2214,0.7194,1.6417,2.564,3.3572,3.7999,3.9659,4.2057,4.2979,4.3348,4.3717,4.4086,4.4639,4.5746,4.6115,4.6299,4.6668,4.7037,4.7037,4.7222,4.7222,4.8328,4.8697,4.8697,4.8697,4.8882,4.9251,5.0542,5.0726,5.1095,5.128,5.1649,5.2018,5.2571,5.4969,5.792,6.161,6.659,7.2862,7.4706,7.9871,8.3376,8.891,9.6841,10.1453,10.4773,10.754,10.9385,11.2151,11.4734,,,,,
Omã,0.0,0.0,0.0,0.0,0.0,0.0392,0.0783,0.1371,0.1958,0.235,0.3329,0.4308,0.7245,0.9595,1.4687,2.0366,2.5653,3.1919,4.1711,5.0327,6.2272,7.5196,8.2442,10.0458,11.2011,11.9257,13.2573,14.256,15.2743,16.5667,17.8004,19.132,20.3265,21.5602,22.9897,24.3997,25.4767,26.2013,27.0237,27.7678,28.277,28.8057,29.1386,29.2757,29.3932,29.5303,29.6086,29.7848,29.9415,30.0394,30.1961,30.3919,30.5877,,,,,
Paquistão,0.0,0.0,0.0,0.0032,0.0118,0.0258,0.0435,0.091,0.1412,0.2327,0.3336,0.4251,0.5419,0.7338,0.9833,1.2852,1.6728,1.9485,2.1907,2.4084,2.5528,2.6447,2.7158,2.7602,2.7955,2.8267,2.8494,2.8747,2.8924,2.9082,2.9308,2.953,2.9824,3.0209,3.0535,3.1006,3.169,3.2563,3.5058,3.6629,3.8421,4.0314,4.289,4.5235,4.7123,4.8517,5.0047,5.15,5.3175,5.4624,5.5833,5.7304,5.8114,,,,,
Panamá,0.0232,0.1391,0.5562,1.2515,2.0163,2.9202,3.8704,4.6352,5.7709,6.4662,7.1846,7.9726,9.2241,10.3829,12.0748,14.3693,17.8457,21.6002,26.1196,30.639,34.6948,38.5652,41.4391,44.1739,46.3988,48.6469,50.3619,52.6564,54.4178,56.3182,57.9869,59.6556,61.1389,63.0393,65.0788,66.7707,68.9029,71.3596,74.442,78.382,83.3649,90.2019,97.2706,104.293,111.8948,118.1524,122.7413,127.6083,130.7602,133.4023,134.8856,,,,,,,
Papua-Nova Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0224,0.0335,0.0335,0.0447,0.0447,0.0559,0.0559,0.0671,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.0894,0.1006,0.1006,0.1006,0.1006,0.1006,0.1006,0.1006,0.1006,0.1118,0.1341,0.1341,,,,,,,,
Paraguai,0.0,0.014,0.0421,0.0421,0.0841,0.1122,0.1262,0.1402,0.1402,0.1542,0.1542,0.1542,0.1542,0.1542,0.1823,0.2103,0.2804,0.2944,0.4066,0.5608,0.7291,1.0095,1.7806,2.6919,4.122,5.7763,7.2064,8.9169,10.9638,12.8005,14.9316,16.5299,18.1282,19.6844,20.736,21.9978,23.1615,24.2691,25.6991,27.1572,29.05,30.48,31.9522,33.4663,34.9805,36.5508,37.9108,39.3549,40.9391,42.6917,44.1918,,,,,,,
Peru,0.0,0.0,0.0273,0.1668,0.4185,0.831,1.7348,3.1876,4.9345,6.8756,9.5475,12.4318,15.2585,18.4642,22.6284,26.5711,30.4654,34.3141,38.2599,53.5426,57.0669,61.9437,65.8531,81.3846,85.297,88.16,91.7025,94.1743,96.6582,98.4567,100.1127,101.8353,103.0697,104.0736,105.3323,106.2452,107.1126,108.2287,109.4145,110.6974,111.7863,112.8781,114.2793,115.0223,116.4599,118.4161,122.1405,125.9802,130.5507,134.3813,138.5515,139.798,,,,,,
Filipinas,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0173,0.0347,0.0876,0.1661,0.3185,0.407,0.5092,0.6005,0.7045,0.7684,0.825,0.8888,0.9372,1.0111,1.0987,1.159,1.1991,1.4729,1.6819,1.7905,1.9374,2.1938,2.5506,2.8627,3.3062,3.6375,4.3183,4.6459,5.0228,5.407,5.8851,6.1571,6.492,6.7229,7.0359,7.2613,7.4967,7.6984,7.9183,8.0607,8.2569,8.423,8.5298,8.851,9.164,9.5646,9.9853,10.4042,10.5648,11.0685,11.1762,
Polónia,0.0,0.0132,0.0264,0.0872,0.3408,0.6949,1.0595,1.5748,1.8918,2.2168,2.5048,2.7057,2.8853,3.1258,3.3609,3.6331,3.8656,4.0373,4.1959,4.3227,4.4443,4.5922,4.8115,5.0097,5.2237,5.4377,5.6438,5.8843,6.1194,6.5607,7.179,8.1936,9.8318,12.194,16.123,22.1288,28.6631,37.8211,46.5009,54.4091,61.5881,68.125,72.5402,77.9515,83.4764,89.0384,94.2357,99.0208,103.9987,108.406,112.1263,114.5492,,,,,,
Portugal,0.0,0.0,0.1373,1.167,2.8931,4.9428,7.0023,8.8558,10.2288,11.131,11.945,12.9061,13.828,14.5047,14.8773,15.0048,15.3383,15.8286,16.2798,16.5642,16.8388,17.0447,17.2212,17.437,17.6135,17.8391,18.045,18.3098,18.7511,19.1532,19.6632,20.3987,21.3893,22.7132,24.9492,28.4013,33.1578,38.2182,43.416,48.6726,54.5176,60.1567,64.9131,69.8068,76.5247,86.9006,102.6704,122.412,138.8487,150.2544,156.5407,159.2965,,,,,,
Catar,0.0,0.0,0.0,0.0,0.1041,0.2083,0.243,0.3471,0.4165,0.4165,0.4859,0.6595,1.2495,1.7008,2.4297,3.228,3.7833,4.1999,5.0676,5.3106,5.6924,6.0395,6.2477,6.5948,6.6989,6.8031,6.9766,7.1155,7.2543,7.3584,7.4625,7.6014,7.7055,7.9485,8.0526,8.0526,8.122,8.1567,8.2262,8.2956,8.3303,8.3997,8.4691,8.5038,8.5385,8.5385,8.608,8.608,8.6774,8.8162,8.8856,8.9203,,,,,,
Roménia,0.0,0.0,0.0,0.0572,0.4262,1.024,1.8245,2.5887,3.4464,4.3716,5.2085,5.9103,6.3209,6.6952,7.0383,7.4697,7.9999,8.5821,9.3514,10.0376,10.7809,11.6386,12.8914,14.3676,15.979,17.5021,19.1343,20.621,22.0193,23.4072,24.9094,26.6196,28.7716,31.168,34.1725,37.806,42.5519,48.1399,53.9202,59.9344,65.8083,71.204,76.0798,80.4099,84.0953,87.7496,90.2863,93.244,96.233,99.0555,101.4987,104.0302,105.1737,,,,,
Rússia,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0021,0.0206,0.0521,0.159,0.3803,0.7353,1.1135,1.5795,2.1236,2.8383,3.6838,4.4691,5.2421,5.8889,6.6249,7.4184,8.1681,8.8211,9.4412,9.9901,10.5205,11.0036,11.4832,11.9773,12.4761,13.0168,13.6136,14.2502,15.0335,16.0003,17.1803,18.5775,20.0672,21.7598,23.6579,25.8253,28.2133,30.6775,33.2807,35.9298,38.5591,40.8594,43.181,45.7808,48.332,50.7111,53.0478,55.2214,57.2044,57.4916,
Ruanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0154,0.0154,0.0154,0.0232,0.0232,0.0309,0.0386,0.0386,0.0386,0.0618,0.0849,0.1235,0.139,0.1699,0.193,0.2239,0.2239,0.2316,0.2625,0.2625,0.2702,0.2779,0.3243,0.3552,0.3629,0.3938,0.4169,0.4401,0.5327,0.7257,0.8879,1.0655,1.2739,1.4515,1.6445,1.8221,1.8916,1.9919,,,,,,,,
São Cristóvão e Névis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Santa Lúcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892,1.0892,1.0892,1.0892,2.1783,2.7229,2.7229,2.7229,2.7229,3.2675,5.4458,7.0796,9.8025,12.5254,13.6146,19.0604,,,,,,,,
São Vicente e Granadinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0139,18.0278,18.0278,27.0416,54.0833,54.0833,54.0833,,,,,,,,
Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,2.9472,5.8943,32.4187,61.8903,76.6261,100.2034,106.0977,117.8863,120.8335,120.8335,120.8335,120.8335,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,123.7806,126.7278,129.6749,135.5692,144.4107,159.1465,165.0408,173.8823,182.7238,191.5652,191.5652,191.5652,200.4067,209.2482,212.1953,215.1425,215.1425,,,,,
São Tomé e Príncipe,0.0,0.0,0.0,0.4563,2.2814,3.194,3.6503,5.4755,5.4755,5.4755,5.4755,5.9318,5.9318,6.3881,6.3881,6.3881,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,6.8443,7.3006,7.3006,7.3006,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,7.7569,8.2132,8.6695,9.5821,12.7761,,,,,,,,,,,
Arábia Saudita,0.0,0.0,0.0,0.023,0.0977,0.1695,0.2786,0.3993,0.5285,0.7066,0.8962,1.1202,1.4448,2.0452,2.792,3.6394,4.4551,5.5036,6.3854,7.1408,7.8503,8.3788,9.0969,9.7892,10.4815,11.1163,11.7223,12.2595,12.8828,13.4515,14.003,14.4856,14.8935,15.2123,15.5685,15.9132,16.2493,16.6026,16.9013,17.134,17.3724,17.5849,17.7659,17.9411,18.0704,18.1623,18.2456,18.3117,18.3892,18.4783,18.5587,18.6219,,,,,,
Senegal,0.0,0.0,0.0,0.0,0.0119,0.0119,0.0179,0.0538,0.0538,0.1135,0.1493,0.209,0.2508,0.2926,0.3583,0.5017,0.6271,0.7943,0.8839,0.9974,1.1407,1.2482,1.3856,1.511,1.6066,1.6961,1.732,1.7738,1.8036,1.8395,1.8634,1.8753,1.8932,1.9171,1.941,1.947,1.9589,1.9709,1.9888,2.0186,2.0843,2.1799,2.3173,2.5143,2.7771,3.0757,3.4341,3.7506,4.0731,4.4673,4.8256,5.1183,,,,,,
Sérvia,0.0,0.0,0.0458,0.3548,0.7554,1.1788,1.5909,2.0487,2.3577,2.5637,2.7125,2.7583,2.8155,2.8842,2.9528,3.0215,3.2847,4.0287,5.0587,5.8141,6.4665,7.1074,7.5652,7.8857,8.0917,8.2176,8.3435,8.4465,8.5266,8.5838,8.6983,8.8127,8.9615,9.2591,9.8542,10.9301,12.7041,15.634,20.2006,24.8587,28.9446,32.9848,36.7502,39.8175,42.198,43.8347,45.3798,46.7532,47.8748,49.1223,50.3355,50.5186,,,,,,
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0168,1.0168,3.0504,3.0504,5.084,7.1177,10.1681,11.1849,,,,,,,,
Serra Leoa,0.0,0.0,0.0,0.0501,0.1128,0.2382,0.4137,0.5265,0.5767,0.6143,0.6393,0.6895,0.7522,0.7772,0.7898,0.8274,0.8274,0.8399,0.865,0.865,0.865,0.8775,0.8901,0.9026,0.9026,0.9026,0.9026,0.9026,0.9151,0.9277,0.9277,0.9277,0.9277,0.9277,0.9277,0.9277,0.9402,0.9402,0.9527,0.9527,0.9653,0.9653,0.9653,0.9903,0.9903,0.9903,0.9903,0.9903,,,,,,,,,,
Singapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342,0.0513,0.1026,0.1709,0.2051,0.2393,0.3419,0.359,0.376,0.3931,0.4102,0.4273,0.4444,0.4444,0.4444,0.4444,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957
Eslováquia,0.0,0.0183,0.0183,0.0183,0.0366,0.1465,0.2747,0.4213,0.4762,0.4945,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5312,0.5678,0.6044,0.6044,0.6777,0.6777,0.7143,0.751,0.8792,1.044,1.3005,2.1064,3.6632,5.2384,8.4987,10.6051,13.7188,17.0341,20.2211,25.2398,31.7237,39.1601,49.7652,59.7109,69.6199,80.7928,91.1415,103.102,114.861,125.6309,127.5908,,,,,,
Eslovénia,0.0,0.0481,0.2405,0.7215,1.9241,2.9342,3.8,4.281,4.762,4.9545,5.0507,5.195,5.2431,5.2431,5.2431,5.2431,5.3393,5.3393,5.3393,5.5317,5.6279,5.9646,6.2051,6.2051,6.3975,6.4456,6.4937,6.4937,6.8785,7.2152,7.6481,8.4178,9.6203,13.3722,21.2128,31.0255,44.2053,57.6737,74.413,91.3928,105.3422,118.041,128.1905,139.4462,147.6716,156.6665,164.7476,171.4337,176.3881,180.1401,182.8818,183.892,,,,,,
